time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],
10.9,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.97,3.98684e+08,-3.84117e+07,-5.5635e+07,143.702,887.075,356.603,-0.000104677,7.71986e-05,2.75021e-05,-0.000286667,0.000212209,7.44857e-05,1,-9.45624e-07,6.91951e-07,2.52732e-07,1.32941e-05,8.83662e-10,-2065826.602197459,-5410496.292531297,3547631.84519852,4229.388362,-4562.889903,-4478.889826,4230.60986,-4560.951917,-4479.710044,-2.313478134e-06,2.658801653e-06,2.519513768e-06,0.552416,5.7324,419389,7542.23,31309,7150.76,7543.82,31303.9,7171.52,4.71294e-06,1,2.67434e-12,2.06852e+06,5.41173e+06,-3.54417e+06,-3811.71,4872.95,5198.86,2.61824e+10,-1.32773e+11,-5.76397e+10,817421,5.27513e+06,-1.1763e+07,4.0077e+08,-3.3027e+07,-5.90346e+07,-470.069,651.617,32072,2.64862e-23,0,1.32431e-23,1.08999e-08,1.00775e-08,-2.09774e-08,-3.04908e-07,1.79283e-06,7.02841e-07,8.37468e-09,6.66708e-07,-6.75083e-07,-3.2093e-05,3.54153e-05,3.45778e-05,0.0399459,0.0399889,0.0399848,-9.64898e-07,1.51652e-08,9.48793e-07,-0,-0,-0,0,0,0,
11,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.97,3.98684e+08,-3.84117e+07,-5.56349e+07,143.701,887.075,356.603,-0.000105623,7.78939e-05,2.77539e-05,-0.000291925,0.000216086,7.58672e-05,1,-9.46083e-07,6.95286e-07,2.51862e-07,1.34142e-05,8.99697e-10,-2065403.73711579,-5410952.453661137,3547184.027039591,4229.65099,-4562.201969,-4479.342143,4230.894925,-4560.228343,-4480.176998,-2.313692701e-06,2.658323063e-06,2.519871158e-06,0.552338,5.73248,419389,7671.5,31359.6,7183.15,7673.12,31354.4,7204.39,4.71294e-06,1,2.67436e-12,2.06814e+06,5.41222e+06,-3.54365e+06,-3808.2,4875.01,5205.9,2.61825e+10,-1.32773e+11,-5.76409e+10,823855,5.32314e+06,-1.18704e+07,4.0077e+08,-3.3027e+07,-5.90314e+07,-438.1,605.093,32318.6,2.64862e-23,0,1.32431e-23,1.08997e-08,1.00777e-08,-2.09774e-08,-3.0491e-07,1.79283e-06,7.02859e-07,8.25371e-09,6.66791e-07,-6.75045e-07,-3.20962e-05,3.54083e-05,3.45829e-05,0.040022,0.040007,0.0399773,-9.65236e-07,1.8417e-08,9.47884e-07,-0,-0,-0,0,0,0,
11.1,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84116e+07,-5.56349e+07,143.701,887.075,356.603,-0.000106573,7.85841e-05,2.80145e-05,-0.000297229,0.000219998,7.72614e-05,1,-9.50256e-07,6.90176e-07,2.60538e-07,1.35344e-05,9.15906e-10,-2064980.675596714,-5411408.729532918,3546735.983425469,4229.913669,-4561.513699,-4479.794585,4231.180246,-4559.504109,-4480.644196,-2.31390716e-06,2.657844569e-06,2.520228382e-06,0.55226,5.73257,419388,7473.06,31408.4,7118.78,7474.74,31403.1,7140.35,4.71294e-06,1,2.67439e-12,2.06776e+06,5.41271e+06,-3.54313e+06,-3804.68,4877.08,5212.95,2.61826e+10,-1.32772e+11,-5.76421e+10,830599,5.3712e+06,-1.19777e+07,4.0077e+08,-3.30269e+07,-5.90282e+07,-405.911,558.936,32566.4,2.64862e-23,0,1.32431e-23,1.08995e-08,1.00779e-08,-2.09774e-08,-3.04912e-07,1.79282e-06,7.02876e-07,8.13274e-09,6.66874e-07,-6.75007e-07,-3.20994e-05,3.54013e-05,3.4588e-05,0.039998,0.0400736,0.0399779,-9.69289e-07,1.32242e-08,9.56522e-07,-0,-0,-0,0,0,0,
11.2,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84114e+07,-5.56348e+07,143.701,887.075,356.603,-0.000107521,7.92771e-05,2.82684e-05,-0.000302582,0.000223945,7.86684e-05,1,-9.47413e-07,6.93056e-07,2.5395e-07,1.36545e-05,9.32232e-10,-2064557.587807102,-5411864.936561432,3546287.894561011,4230.176295,-4560.825371,-4480.24697,4231.465718,-4558.779492,-4481.111457,-2.314121685e-06,2.657365791e-06,2.520585725e-06,0.552183,5.73266,419388,7621.75,31409.1,7203.58,7623.43,31403.7,7225.61,4.71294e-06,1,2.67442e-12,2.06738e+06,5.4132e+06,-3.54261e+06,-3801.14,4879.14,5220.01,2.61827e+10,-1.32772e+11,-5.76433e+10,835900,5.41928e+06,-1.20857e+07,4.0077e+08,-3.30268e+07,-5.90249e+07,-374.318,509.537,32812.1,0,0,1.32431e-23,1.08993e-08,1.00781e-08,-2.09773e-08,-3.04914e-07,1.79282e-06,7.02894e-07,8.01168e-09,6.66957e-07,-6.74969e-07,-3.21026e-05,3.53943e-05,3.45932e-05,0.0399658,0.0400314,0.0399818,-9.66324e-07,1.60211e-08,9.49896e-07,-0,-0,-0,0,0,0,
11.3,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84114e+07,-5.56348e+07,143.701,887.075,356.603,-0.000108467,7.99693e-05,2.85237e-05,-0.000307981,0.000227926,8.00882e-05,1,-9.46881e-07,6.92156e-07,2.55294e-07,1.37746e-05,9.48694e-10,-2064134.643959504,-5412320.891268512,3545839.940727482,4230.438761,-4560.137263,-4480.699116,4231.751236,-4558.054769,-4481.578599,-2.314336185e-06,2.656886918e-06,2.520943044e-06,0.552105,5.73275,419387,7586.31,31397.2,7184.79,7588.03,31391.6,7207.18,4.71294e-06,1,2.67444e-12,2.067e+06,5.41368e+06,-3.54209e+06,-3797.62,4881.2,5227.06,2.61827e+10,-1.32771e+11,-5.76445e+10,842244,5.46737e+06,-1.21933e+07,4.0077e+08,-3.30268e+07,-5.90216e+07,-342.343,462.603,33059.1,0,0,0,1.0899e-08,1.00783e-08,-2.09773e-08,-3.04916e-07,1.79282e-06,7.02912e-07,7.89057e-09,6.6704e-07,-6.74931e-07,-3.21057e-05,3.53873e-05,3.45983e-05,0.0399801,0.0400422,0.0399553,-9.6567e-07,1.50374e-08,9.51202e-07,-0,-0,-0,0,0,0,
11.4,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84113e+07,-5.56348e+07,143.7,887.075,356.603,-0.000109412,8.06591e-05,2.87801e-05,-0.000313428,0.000231941,8.15208e-05,1,-9.44196e-07,6.89791e-07,2.56417e-07,1.38943e-05,9.65255e-10,-2063711.503665772,-5412776.960609685,3545391.761408532,4230.70128,-4559.448819,-4481.151387,4232.03701,-4557.329387,-4482.045985,-2.314550577e-06,2.656408142e-06,2.521300197e-06,0.552027,5.73284,419386,7532.39,31310.1,7181.26,7534.13,31304.4,7203.98,4.71294e-06,1,2.67447e-12,2.06662e+06,5.41417e+06,-3.54156e+06,-3794.1,4883.25,5234.11,2.61828e+10,-1.32771e+11,-5.76457e+10,848361,5.5154e+06,-1.23008e+07,4.0077e+08,-3.30267e+07,-5.90183e+07,-310.473,415.091,33305.7,2.64861e-23,0,1.32431e-23,1.08988e-08,1.00785e-08,-2.09773e-08,-3.04918e-07,1.79281e-06,7.0293e-07,7.76946e-09,6.67123e-07,-6.74893e-07,-3.21089e-05,3.53803e-05,3.46034e-05,0.0400526,0.0400226,0.0399684,-9.62864e-07,1.25888e-08,9.52287e-07,-0,-0,-0,0,0,0,
11.5,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84112e+07,-5.56348e+07,143.7,887.075,356.603,-0.000110356,8.13515e-05,2.90305e-05,-0.000318923,0.000235992,8.29661e-05,1,-9.44653e-07,6.92456e-07,2.50428e-07,1.40141e-05,9.81968e-10,-2063288.507339094,-5413232.777680567,3544943.717161085,4230.963638,-4558.760594,-4481.603419,4232.32283,-4556.6039,-4482.513249,-2.314765032e-06,2.655929081e-06,2.521657469e-06,0.55195,5.73293,419386,7591.1,31319.9,7203.58,7592.86,31314.1,7226.74,4.71294e-06,1,2.67449e-12,2.06624e+06,5.41466e+06,-3.54104e+06,-3790.59,4885.3,5241.13,2.61829e+10,-1.3277e+11,-5.7647e+10,854196,5.56325e+06,-1.24081e+07,4.0077e+08,-3.30267e+07,-5.90149e+07,-278.786,366.96,33551.4,0,0,0,1.08986e-08,1.00787e-08,-2.09773e-08,-3.0492e-07,1.79281e-06,7.02949e-07,7.64827e-09,6.67206e-07,-6.74855e-07,-3.21121e-05,3.53734e-05,3.46085e-05,0.0399313,0.0400578,0.0400039,-9.63199e-07,1.5171e-08,9.4626e-07,-0,-0,-0,0,0,0,
11.6,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84111e+07,-5.56347e+07,143.7,887.075,356.604,-0.000111298,8.20351e-05,2.92895e-05,-0.000324464,0.000240076,8.44241e-05,1,-9.41476e-07,6.83556e-07,2.58904e-07,1.41332e-05,9.98742e-10,-2062865.314542245,-5413688.709333278,3544495.447388784,4231.226049,-4558.072034,-4482.055576,4232.608906,-4555.877754,-4482.980757,-2.31497938e-06,2.655450116e-06,2.522014574e-06,0.551872,5.73302,419385,7499.04,31385.2,7314.73,7500.79,31379.3,7338.29,4.71294e-06,1,2.67452e-12,2.06586e+06,5.41515e+06,-3.54052e+06,-3787.09,4887.35,5248.17,2.6183e+10,-1.32769e+11,-5.76482e+10,860982,5.61128e+06,-1.25153e+07,4.0077e+08,-3.30267e+07,-5.90116e+07,-246.751,321.246,33798.2,0,0,0,1.08984e-08,1.00789e-08,-2.09773e-08,-3.04922e-07,1.7928e-06,7.02967e-07,7.52707e-09,6.67289e-07,-6.74816e-07,-3.21153e-05,3.53664e-05,3.46136e-05,0.0399969,0.0400462,0.0399554,-9.59902e-07,6.18784e-09,9.54698e-07,-0,-0,-0,0,0,0,
11.7,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84111e+07,-5.56347e+07,143.7,887.075,356.604,-0.000112241,8.27219e-05,2.95421e-05,-0.000330052,0.000244195,8.58949e-05,1,-9.43627e-07,6.86781e-07,2.52636e-07,1.42526e-05,1.01569e-09,-2062442.265751156,-5414144.388752113,3544047.312743022,4231.4883,-4557.383693,-4482.507494,4232.895025,-4555.151505,-4483.448145,-2.31519379e-06,2.654970868e-06,2.522371799e-06,0.551794,5.73311,419385,7468.5,31273,7245.48,7470.29,31267,7269.36,4.71294e-06,1,2.67455e-12,2.06548e+06,5.41564e+06,-3.53999e+06,-3783.59,4889.38,5255.17,2.61831e+10,-1.32769e+11,-5.76495e+10,866133,5.65891e+06,-1.26223e+07,4.0077e+08,-3.30267e+07,-5.90082e+07,-215.528,271.94,34041.5,2.64861e-23,-1.32431e-23,1.32431e-23,1.08981e-08,1.00791e-08,-2.09772e-08,-3.04924e-07,1.7928e-06,7.02986e-07,7.40579e-09,6.67372e-07,-6.74778e-07,-3.21185e-05,3.53593e-05,3.46188e-05,0.039897,0.040034,0.0400727,-9.61931e-07,9.32966e-09,9.48391e-07,-0,-0,-0,0,0,0,
11.8,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84109e+07,-5.56346e+07,143.699,887.075,356.604,-0.000113183,8.34071e-05,2.97994e-05,-0.000335688,0.000248349,8.73785e-05,1,-9.41794e-07,6.85202e-07,2.57351e-07,1.43719e-05,1.03276e-09,-2062019.020482963,-5414600.182682085,3543598.952551073,4231.750603,-4556.695017,-4482.959536,4233.181399,-4554.424596,-4483.915776,-2.315408094e-06,2.654491716e-06,2.522728857e-06,0.551717,5.7332,419384,7528.75,31354.2,7308.61,7530.57,31348.1,7332.98,4.71294e-06,1,2.67457e-12,2.0651e+06,5.41613e+06,-3.53946e+06,-3780.1,4891.42,5262.19,2.61832e+10,-1.32768e+11,-5.76507e+10,872306,5.70684e+06,-1.27296e+07,4.0077e+08,-3.30266e+07,-5.90047e+07,-183.915,225.26,34286.1,0,0,-1.3243e-23,1.08979e-08,1.00793e-08,-2.09772e-08,-3.04926e-07,1.7928e-06,7.03005e-07,7.2845e-09,6.67455e-07,-6.7474e-07,-3.21217e-05,3.53523e-05,3.46239e-05,0.0399924,0.0399197,0.0399612,-9.59977e-07,7.66689e-09,9.53068e-07,-0,-0,-0,0,0,0,
11.9,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84108e+07,-5.56346e+07,143.699,887.076,356.604,-0.000114121,8.40932e-05,3.00524e-05,-0.000341371,0.000252536,8.88748e-05,1,-9.38007e-07,6.86161e-07,2.52981e-07,1.44909e-05,1.04992e-09,-2061595.919252391,-5415055.724421994,3543150.727533458,4232.012747,-4556.00656,-4483.411339,4233.467816,-4553.697585,-4484.383286,-2.315622458e-06,2.65401228e-06,2.523086034e-06,0.551639,5.73328,419383,7497.71,31237.3,7252.17,7499.56,31231.1,7276.86,4.71294e-06,1,2.6746e-12,2.06472e+06,5.41662e+06,-3.53894e+06,-3776.6,4893.45,5269.2,2.61833e+10,-1.32768e+11,-5.7652e+10,877764,5.75454e+06,-1.28366e+07,4.0077e+08,-3.30266e+07,-5.90013e+07,-152.558,176.575,34530.1,0,0,0,1.08977e-08,1.00795e-08,-2.09772e-08,-3.04928e-07,1.79279e-06,7.03024e-07,7.16313e-09,6.67539e-07,-6.74702e-07,-3.21248e-05,3.53453e-05,3.4629e-05,0.0399731,0.0399679,0.0399252,-9.56067e-07,8.54332e-09,9.4866e-07,-0,-0,-0,0,0,0,
12,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84107e+07,-5.56346e+07,143.699,887.076,356.604,-0.000115065,8.47838e-05,3.03048e-05,-0.0003471,0.000256758,9.03837e-05,1,-9.44139e-07,6.90604e-07,2.52399e-07,1.46105e-05,1.06734e-09,-2061172.62153779,-5415511.38060234,3542702.276948337,4232.274943,-4555.317768,-4483.863268,4233.754491,-4552.969915,-4484.851036,-2.315836714e-06,2.653532941e-06,2.523443044e-06,0.551561,5.73337,419383,7578.5,31294.6,7241.64,7580.4,31288.3,7266.83,4.71294e-06,1,2.67463e-12,2.06435e+06,5.41711e+06,-3.53841e+06,-3773.12,4895.47,5276.19,2.61834e+10,-1.32767e+11,-5.76533e+10,883861,5.80214e+06,-1.29431e+07,4.0077e+08,-3.30266e+07,-5.89978e+07,-121.007,129.408,34774.6,2.64861e-23,0,1.3243e-23,1.08974e-08,1.00797e-08,-2.09772e-08,-3.0493e-07,1.79279e-06,7.03043e-07,7.04176e-09,6.67622e-07,-6.74663e-07,-3.2128e-05,3.53383e-05,3.46341e-05,0.0399898,0.0399948,0.0400377,-9.62079e-07,1.29023e-08,9.48039e-07,-0,-0,-0,0,0,0,
12.1,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84107e+07,-5.56345e+07,143.699,887.076,356.604,-0.000116004,8.5468e-05,3.05618e-05,-0.000352877,0.000261014,9.19054e-05,1,-9.38745e-07,6.84145e-07,2.5701e-07,1.47295e-05,1.08479e-09,-2060749.46788925,-5415966.78464011,3542253.961581718,4232.536979,-4554.629195,-4484.314957,4234.041211,-4552.242141,-4485.318665,-2.316051032e-06,2.653053318e-06,2.523800173e-06,0.551484,5.73346,419382,7494.89,31262.3,7293.65,7496.79,31255.8,7319.2,4.71294e-06,1,2.67465e-12,2.06397e+06,5.4176e+06,-3.53788e+06,-3769.62,4897.51,5283.22,2.61834e+10,-1.32767e+11,-5.76546e+10,890294,5.85011e+06,-1.30503e+07,4.0077e+08,-3.30266e+07,-5.89944e+07,-89.1814,82.8264,35020.6,0,-1.3243e-23,0,1.08972e-08,1.00799e-08,-2.09771e-08,-3.04932e-07,1.79278e-06,7.03062e-07,6.92029e-09,6.67705e-07,-6.74625e-07,-3.21312e-05,3.53313e-05,3.46393e-05,0.0400717,0.0399986,0.0399708,-9.56562e-07,6.35989e-09,9.52613e-07,-0,-0,-0,0,0,0,
12.2,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84106e+07,-5.56345e+07,143.699,887.076,356.604,-0.000116943,8.61454e-05,3.08237e-05,-0.000358701,0.000265305,9.344e-05,1,-9.38892e-07,6.77435e-07,2.61883e-07,1.48482e-05,1.10234e-09,-2060326.117746343,-5416422.303051312,3541805.420622661,4232.799067,-4553.940287,-4484.766771,4234.328183,-4551.513711,-4485.786535,-2.316265243e-06,2.652573792e-06,2.524157135e-06,0.551406,5.73355,419382,7344.34,31305.3,7327.91,7346.26,31298.8,7353.84,4.71294e-06,1,2.67468e-12,2.06359e+06,5.41809e+06,-3.53735e+06,-3766.13,4899.52,5290.21,2.61835e+10,-1.32766e+11,-5.76559e+10,895746,5.89765e+06,-1.31569e+07,4.0077e+08,-3.30266e+07,-5.89909e+07,-57.8966,34.0692,35264.3,0,0,0,1.0897e-08,1.00802e-08,-2.09771e-08,-3.04934e-07,1.79278e-06,7.03082e-07,6.79883e-09,6.67788e-07,-6.74587e-07,-3.21344e-05,3.53243e-05,3.46444e-05,0.0399785,0.0399977,0.0399608,-9.56588e-07,-4.33492e-10,9.57447e-07,-0,-0,-0,0,0,0,
12.3,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.71,2156.98,3.98684e+08,-3.84105e+07,-5.56345e+07,143.698,887.076,356.604,-0.000117885,8.68262e-05,3.10855e-05,-0.000364571,0.000269629,9.49878e-05,1,-9.41589e-07,6.80785e-07,2.61787e-07,1.49673e-05,1.12009e-09,-2059902.911697927,-5416877.569367428,3541357.014926271,4233.060995,-4553.251598,-4485.218346,4234.615192,-4550.785181,-4486.254286,-2.316479514e-06,2.652093983e-06,2.524514216e-06,0.551328,5.73364,419381,7409.1,31331.3,7306.28,7411.07,31324.7,7332.69,4.71294e-06,1,2.67471e-12,2.06322e+06,5.41858e+06,-3.53682e+06,-3762.63,4901.53,5297.19,2.61836e+10,-1.32765e+11,-5.76572e+10,900168,5.94508e+06,-1.32638e+07,4.0077e+08,-3.30266e+07,-5.89873e+07,-27.1758,-16.64,35505.3,0,0,1.3243e-23,1.08967e-08,1.00804e-08,-2.09771e-08,-3.04936e-07,1.79277e-06,7.03101e-07,6.67728e-09,6.67871e-07,-6.74548e-07,-3.21376e-05,3.53172e-05,3.46495e-05,0.0400214,0.0399867,0.0399804,-9.59163e-07,2.83321e-09,9.57312e-07,-0,-0,-0,0,0,0,
12.4,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.72,2156.98,3.98684e+08,-3.84104e+07,-5.56344e+07,143.698,887.076,356.604,-0.000118828,8.75081e-05,3.13467e-05,-0.000370489,0.000273987,9.65486e-05,1,-9.43165e-07,6.81878e-07,2.61237e-07,1.50865e-05,1.13802e-09,-2059479.509148247,-5417332.949986283,3540908.383616144,4233.322975,-4552.562574,-4485.670045,4234.902453,-4550.055994,-4486.722281,-2.316693679e-06,2.651614272e-06,2.524871131e-06,0.551251,5.73373,419381,7413.14,31334.7,7292.64,7415.16,31328,7319.48,4.71294e-06,1,2.67473e-12,2.06284e+06,5.41907e+06,-3.53629e+06,-3759.12,4903.54,5304.19,2.61837e+10,-1.32765e+11,-5.76586e+10,904798,5.99267e+06,-1.33709e+07,4.0077e+08,-3.30265e+07,-5.89837e+07,3.73809,-67.1656,35747.5,0,0,0,1.08965e-08,1.00806e-08,-2.09771e-08,-3.04938e-07,1.79277e-06,7.03121e-07,6.55573e-09,6.67954e-07,-6.7451e-07,-3.21408e-05,3.53102e-05,3.46546e-05,0.0399996,0.0399697,0.0400017,-9.60617e-07,3.84296e-09,9.56725e-07,-0,-0,-0,0,0,0,
12.5,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.72,2156.98,3.98684e+08,-3.84103e+07,-5.56344e+07,143.698,887.076,356.604,-0.000119772,8.8194e-05,3.16061e-05,-0.000376454,0.00027838,9.81224e-05,1,-9.44239e-07,6.85963e-07,2.59373e-07,1.52061e-05,1.15612e-09,-2059056.250731729,-5417788.078546542,3540459.887623692,4233.584796,-4551.873769,-4486.121506,4235.189755,-4549.326704,-4487.190154,-2.316907902e-06,2.651134277e-06,2.525228165e-06,0.551173,5.73382,419380,7498.59,31348.8,7268.83,7500.65,31341.9,7296.16,4.71294e-06,1,2.67476e-12,2.06246e+06,5.41956e+06,-3.53576e+06,-3755.61,4905.55,5311.2,2.61838e+10,-1.32764e+11,-5.76599e+10,909568,6.04036e+06,-1.34782e+07,4.0077e+08,-3.30266e+07,-5.89801e+07,34.7278,-117.385,35990.1,0,0,0,1.08962e-08,1.00808e-08,-2.09771e-08,-3.0494e-07,1.79277e-06,7.03141e-07,6.43409e-09,6.68038e-07,-6.74472e-07,-3.2144e-05,3.53032e-05,3.46598e-05,0.040051,0.0400572,0.040005,-9.61569e-07,7.84439e-09,9.54821e-07,-0,-0,-0,0,0,0,
12.6,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.72,2156.98,3.98684e+08,-3.84102e+07,-5.56344e+07,143.697,887.076,356.604,-0.00012071,8.88789e-05,3.18581e-05,-0.000382466,0.000282807,9.9709e-05,1,-9.37794e-07,6.84812e-07,2.51944e-07,1.53249e-05,1.17426e-09,-2058632.795796794,-5418243.321349865,3540011.165985367,4233.846669,-4551.184629,-4486.573091,4235.477312,-4548.596756,-4487.658268,-2.317122017e-06,2.65065438e-06,2.525585032e-06,0.551095,5.73391,419379,7509.46,31266,7326.31,7511.51,31259,7354.03,4.71294e-06,1,2.67479e-12,2.06209e+06,5.42005e+06,-3.53523e+06,-3752.1,4907.58,5318.23,2.61839e+10,-1.32764e+11,-5.76612e+10,914824,6.08818e+06,-1.35855e+07,4.0077e+08,-3.30266e+07,-5.89765e+07,66.0127,-166.804,36234.3,0,0,0,1.0896e-08,1.0081e-08,-2.0977e-08,-3.04942e-07,1.79276e-06,7.03161e-07,6.31245e-09,6.68121e-07,-6.74433e-07,-3.21472e-05,3.52961e-05,3.46649e-05,0.0399385,0.0400828,0.0399812,-9.55003e-07,6.61049e-09,9.47355e-07,-0,-0,-0,0,0,0,
12.7,0,0,0,0,0,0,2.61758e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.72,2156.98,3.98685e+08,-3.84101e+07,-5.56343e+07,143.697,887.076,356.604,-0.00012165,8.95606e-05,3.21159e-05,-0.000388525,0.000287268,0.000101308,1,-9.40163e-07,6.81708e-07,2.57867e-07,1.54438e-05,1.19256e-09,-2058209.485023443,-5418698.312142104,3539562.579708865,4234.108382,-4550.495708,-4487.024437,4235.764913,-4547.866705,-4488.12626,-2.317336193e-06,2.650174199e-06,2.525942018e-06,0.551018,5.734,419379,7478.34,31355.1,7371.11,7480.41,31348,7399.33,4.71294e-06,1,2.67481e-12,2.06171e+06,5.42054e+06,-3.5347e+06,-3748.63,4909.59,5325.21,2.6184e+10,-1.32763e+11,-5.76626e+10,921003,6.13581e+06,-1.3692e+07,4.0077e+08,-3.30266e+07,-5.89729e+07,97.4678,-213.638,36478.2,0,0,0,1.08958e-08,1.00813e-08,-2.0977e-08,-3.04944e-07,1.79276e-06,7.03181e-07,6.19072e-09,6.68204e-07,-6.74395e-07,-3.21504e-05,3.52891e-05,3.467e-05,0.0399599,0.0400273,0.0399842,-9.57249e-07,3.42271e-09,9.53239e-07,-0,-0,-0,0,0,0,
