time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],rw_angular_velocity[rad/s],rw_angular_velocity_rpm[rpm],rw_angular_velocity_upperlimit[rpm],rw_angular_acceleration[rad/s^2],
45.4,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83812e+07,-5.56227e+07,143.617,887.083,356.615,0.00186665,0.000150266,3.7613e-05,0.175246,0.00217629,0.000829574,0.984522,-1.04256e-05,8.03807e-08,1.87562e-08,0.000187307,1.75419e-07,-1918386.096571294,-5563782.262146067,3390457.304470243,4316.800898,-4322.116731,-4631.54527,4324.897717,-5658.603156,-2835.867534,-2.325883167e-06,2.75115863e-06,2.470263392e-06,0.525388,5.76258,419197,6199.13,30259.8,9343.29,6234.11,31620.1,-1638.01,4.71295e-06,1,2.68314e-12,1.94558e+06,4.05082e+06,-5.09281e+06,-3581.15,-3886.51,-4471.78,2.60906e+10,-1.44533e+11,-8.12146e+09,2.41136e+06,-1.50277e+07,2.75304e+08,4.0076e+08,-5.15052e+07,-4.22466e+07,2663.6,-69508.3,160594,0,0,0,1.65305e-08,3.36588e-09,-1.98964e-08,-2.58626e-07,1.73102e-06,7.79619e-08,2.74267e-07,5.13003e-07,-7.8727e-07,-3.23491e-05,4.63779e-05,1.89512e-05,0.0399586,0.0400381,0.0400201,-1.33102e-06,3.14942e-07,1.01389e-06,-0,-0,-0,0,0,0,0.00238081,0.000150186,3.75942e-05,377.621,3606.02,6000,4.13622,
45.5,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.8381e+07,-5.56226e+07,143.617,887.083,356.615,0.00185628,0.000150347,3.76332e-05,0.175337,0.00218344,0.000832541,0.984506,-1.03728e-05,8.0887e-08,2.0206e-08,0.000186274,1.73489e-07,-1917954.319250367,-5564214.523833233,3389994.038526752,4317.044884,-4321.409003,-4631.977732,4325.166462,-5658.632517,-2835.39823,-2.326058654e-06,2.750796961e-06,2.470533997e-06,0.525309,5.76267,419197,6230.17,30262.6,9358.89,6265.23,31627.8,-1630.03,4.71295e-06,1,2.68316e-12,1.94524e+06,4.05042e+06,-5.09325e+06,-3581.17,-3834.11,-4429.19,2.60902e+10,-1.44535e+11,-8.09401e+09,2.41626e+06,-1.48903e+07,2.73803e+08,4.0076e+08,-5.15139e+07,-4.22306e+07,2667.45,-69014.7,160105,2.64825e-23,0,0,1.65318e-08,3.36275e-09,-1.98946e-08,-2.58591e-07,1.73087e-06,7.76848e-08,2.7431e-07,5.1299e-07,-7.873e-07,-3.23518e-05,4.63783e-05,1.89472e-05,0.0400222,0.0399584,0.0400032,-1.33035e-06,3.15867e-07,1.01547e-06,-0,-0,-0,0,0,0,0.00277455,0.000150266,3.7613e-05,377.93,3608.96,6000,3.08706,
45.6,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83809e+07,-5.56226e+07,143.617,887.083,356.615,0.00184595,0.000150428,3.76561e-05,0.175428,0.00219059,0.00083551,0.984489,-1.03277e-05,8.07987e-08,2.29611e-08,0.000185245,1.71579e-07,-1917522.691230134,-5564646.540892071,3389530.915710882,4317.288718,-4320.701504,-4632.409961,4325.435068,-5658.659123,-2834.934533,-2.32623457e-06,2.750434576e-06,2.470804762e-06,0.52523,5.76275,419196,6157.97,30334.4,9313.31,6193.53,31679.2,-1703.71,4.71295e-06,1,2.68319e-12,1.9449e+06,4.05003e+06,-5.09369e+06,-3581.17,-3781.96,-4386.81,2.60898e+10,-1.44536e+11,-8.06672e+09,2.42101e+06,-1.47542e+07,2.72309e+08,4.0076e+08,-5.15226e+07,-4.22147e+07,2671.28,-68524.4,159620,-2.64825e-23,0,-1.32412e-23,1.65331e-08,3.35964e-09,-1.98927e-08,-2.58555e-07,1.73072e-06,7.74094e-08,2.74352e-07,5.12978e-07,-7.8733e-07,-3.23544e-05,4.63786e-05,1.89434e-05,0.0399612,0.0399753,0.0400605,-1.33719e-06,3.16198e-07,1.01835e-06,-0,-0,-0,0,0,0,0.00282815,0.000150347,3.76332e-05,378.177,3611.33,6000,2.47198,
45.7,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83809e+07,-5.56226e+07,143.617,887.083,356.615,0.00183568,0.000150506,3.76799e-05,0.175519,0.00219774,0.000838483,0.984473,-1.0272e-05,7.74603e-08,2.37465e-08,0.000184222,1.69689e-07,-1917090.865122892,-5565078.661023399,3389067.563286951,4317.532595,-4319.993666,-4632.842306,4325.703732,-5658.682577,-2834.476938,-2.326410722e-06,2.750071838e-06,2.471075455e-06,0.525151,5.76284,419195,6147.09,30305,9368.32,6182.51,31670.3,-1647.75,4.71295e-06,1,2.68321e-12,1.94456e+06,4.04965e+06,-5.09413e+06,-3581.16,-3730.04,-4344.63,2.60893e+10,-1.44538e+11,-8.03957e+09,2.4254e+06,-1.46193e+07,2.70821e+08,4.0076e+08,-5.15313e+07,-4.21989e+07,2675.02,-68037.4,159137,-2.64825e-23,0,0,1.65343e-08,3.35655e-09,-1.98909e-08,-2.5852e-07,1.73057e-06,7.71355e-08,2.74394e-07,5.12966e-07,-7.8736e-07,-3.2357e-05,4.6379e-05,1.89396e-05,0.0399869,0.0399703,0.0400145,-1.33313e-06,3.13279e-07,1.01928e-06,-0,-0,-0,0,0,0,0.00308338,0.000150428,3.76561e-05,378.404,3613.49,6000,2.26672,
45.8,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83808e+07,-5.56225e+07,143.616,887.083,356.615,0.00182546,0.000150585,3.77023e-05,0.175609,0.00220489,0.000841458,0.984457,-1.0219e-05,7.8959e-08,2.24672e-08,0.000183205,1.6782e-07,-1916659.188339976,-5565510.536579311,3388604.354029756,4317.776318,-4319.286057,-4633.274417,4325.972256,-5658.70331,-2834.024892,-2.326587302e-06,2.749708392e-06,2.471346305e-06,0.525072,5.76292,419195,6183.89,30273.6,9351.26,6219.45,31634.5,-1658.47,4.71295e-06,1,2.68324e-12,1.94422e+06,4.04927e+06,-5.09456e+06,-3581.16,-3678.39,-4302.69,2.60889e+10,-1.4454e+11,-8.01257e+09,2.4295e+06,-1.44858e+07,2.69342e+08,4.0076e+08,-5.15399e+07,-4.21831e+07,2678.55,-67554,158656,0,0,0,1.65356e-08,3.35348e-09,-1.9889e-08,-2.58485e-07,1.73042e-06,7.68632e-08,2.74435e-07,5.12954e-07,-7.87389e-07,-3.23597e-05,4.63793e-05,1.89358e-05,0.0400497,0.0400048,0.0399968,-1.33163e-06,3.15179e-07,1.01814e-06,-0,-0,-0,0,0,0,0.00310538,0.000150506,3.76799e-05,378.668,3616.01,6000,2.64159,
45.9,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83807e+07,-5.56225e+07,143.616,887.083,356.615,0.0018153,0.000150655,3.77244e-05,0.175699,0.00221205,0.000844436,0.984441,-1.01614e-05,7.04868e-08,2.20951e-08,0.000182193,1.65971e-07,-1916227.313464894,-5565942.515136276,3388140.915145269,4318.020085,-4318.578109,-4633.706643,4326.240838,-5658.720924,-2833.578888,-2.326764115e-06,2.749344599e-06,2.471617081e-06,0.524993,5.76301,419194,6122.82,30235.8,9479.64,6157.91,31643.2,-1530.94,4.71295e-06,1,2.68326e-12,1.94388e+06,4.04889e+06,-5.09499e+06,-3581.15,-3626.99,-4260.97,2.60885e+10,-1.44541e+11,-7.98572e+09,2.43386e+06,-1.43535e+07,2.6787e+08,4.0076e+08,-5.15485e+07,-4.21673e+07,2682.2,-67072.6,158177,0,0,0,1.65368e-08,3.35042e-09,-1.98872e-08,-2.58449e-07,1.73027e-06,7.65925e-08,2.74475e-07,5.12944e-07,-7.87418e-07,-3.23623e-05,4.63795e-05,1.89321e-05,0.0399494,0.0399836,0.0399414,-1.32509e-06,3.07116e-07,1.01791e-06,-0,-0,-0,0,0,0,0.00261163,0.000150585,3.77023e-05,378.937,3618.58,6000,2.69262,
46,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83806e+07,-5.56225e+07,143.616,887.083,356.615,0.00180518,0.00015073,3.7747e-05,0.175788,0.00221922,0.000847417,0.984425,-1.01163e-05,7.53515e-08,2.2549e-08,0.000181186,1.64141e-07,-1915795.587951708,-5566374.249156811,3387677.619481585,4318.263699,-4317.87039,-4634.138636,4326.509278,-5658.735848,-2833.138374,-2.326941352e-06,2.748980104e-06,2.471888014e-06,0.524914,5.7631,419194,6133.07,30255.5,9378.55,6168.76,31626.4,-1638.2,4.71295e-06,1,2.68329e-12,1.94354e+06,4.04852e+06,-5.09542e+06,-3581.18,-3575.88,-4219.52,2.60881e+10,-1.44543e+11,-7.95901e+09,2.43779e+06,-1.42226e+07,2.66406e+08,4.0076e+08,-5.15571e+07,-4.21516e+07,2685.39,-66595.1,157698,0,1.32412e-23,1.32412e-23,1.6538e-08,3.34738e-09,-1.98854e-08,-2.58415e-07,1.73013e-06,7.63233e-08,2.74514e-07,5.12933e-07,-7.87448e-07,-3.23649e-05,4.63798e-05,1.89284e-05,0.0399976,0.0399556,0.0400116,-1.33088e-06,3.12346e-07,1.0185e-06,-0,-0,-0,0,0,0,0.00473815,0.000150655,3.77244e-05,379.231,3621.39,6000,2.93562,
46.1,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83805e+07,-5.56224e+07,143.615,887.083,356.615,0.00179512,0.000150807,3.77666e-05,0.175876,0.00222638,0.000850401,0.984409,-1.00629e-05,7.63519e-08,1.96191e-08,0.000180184,1.62331e-07,-1915363.664334239,-5566806.086113925,3387214.094163913,4318.507356,-4317.162332,-4634.570744,4326.777777,-5658.747685,-2832.703846,-2.32711882e-06,2.74861527e-06,2.47215887e-06,0.524835,5.76318,419193,6171.28,30228.7,9368.48,6207.09,31597.4,-1643.83,4.71295e-06,1,2.68331e-12,1.9432e+06,4.04816e+06,-5.09584e+06,-3581.19,-3524.98,-4178.25,2.60877e+10,-1.44544e+11,-7.93245e+09,2.44196e+06,-1.40927e+07,2.64948e+08,4.0076e+08,-5.15655e+07,-4.2136e+07,2688.84,-66119.4,157223,0,0,0,1.65392e-08,3.34436e-09,-1.98836e-08,-2.5838e-07,1.72998e-06,7.60557e-08,2.74553e-07,5.12924e-07,-7.87476e-07,-3.23676e-05,4.638e-05,1.89248e-05,0.0399871,0.0399177,0.0399549,-1.32809e-06,3.13736e-07,1.01571e-06,-0,-0,-0,0,0,0,0.00310221,0.00015073,3.7747e-05,379.526,3624.21,6000,2.95657,
46.2,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83804e+07,-5.56224e+07,143.615,887.083,356.615,0.0017851,0.00015088,3.77892e-05,0.175964,0.00223355,0.000853388,0.984394,-1.00142e-05,7.27964e-08,2.25774e-08,0.000179187,1.6054e-07,-1914931.890105753,-5567237.678584076,3386750.712109876,4318.750861,-4316.454503,-4635.002619,4327.046137,-5658.756863,-2832.27475,-2.327296707e-06,2.748249738e-06,2.47242988e-06,0.524756,5.76327,419193,6107.59,30223.6,9402.84,6143.39,31604.3,-1615.73,4.71295e-06,1,2.68333e-12,1.94286e+06,4.0478e+06,-5.09625e+06,-3581.22,-3474.34,-4137.2,2.60872e+10,-1.44546e+11,-7.90604e+09,2.44657e+06,-1.39641e+07,2.63499e+08,4.00761e+08,-5.15739e+07,-4.21204e+07,2692.45,-65645.1,156750,2.64824e-23,-1.32412e-23,0,1.65404e-08,3.34135e-09,-1.98818e-08,-2.58345e-07,1.72983e-06,7.57897e-08,2.7459e-07,5.12915e-07,-7.87505e-07,-3.23703e-05,4.63802e-05,1.89212e-05,0.040002,0.0399515,0.0400335,-1.32978e-06,3.10574e-07,1.0188e-06,-0,-0,-0,0,0,0,0.0034114,0.000150807,3.77666e-05,379.775,3626.58,6000,2.48648,
46.3,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83803e+07,-5.56223e+07,143.615,887.083,356.615,0.00177514,0.000150953,3.78158e-05,0.176052,0.00224072,0.000856377,0.984378,-9.96748e-06,7.35905e-08,2.65817e-08,0.000178195,1.58766e-07,-1914499.917771355,-5567669.373915867,3386287.100386392,4318.994408,-4315.746335,-4635.434609,4327.314552,-5658.762984,-2831.851585,-2.327474821e-06,2.747883872e-06,2.472700811e-06,0.524677,5.76335,419192,6089.92,30302.3,9382.27,6126.14,31670.7,-1667.95,4.71295e-06,1,2.68336e-12,1.94252e+06,4.04745e+06,-5.09666e+06,-3581.24,-3423.94,-4096.37,2.60868e+10,-1.44547e+11,-7.87977e+09,2.4506e+06,-1.38367e+07,2.62056e+08,4.00761e+08,-5.15823e+07,-4.21048e+07,2695.75,-65175,156279,0,1.32412e-23,0,1.65416e-08,3.33836e-09,-1.988e-08,-2.58311e-07,1.72969e-06,7.55252e-08,2.74627e-07,5.12906e-07,-7.87533e-07,-3.23729e-05,4.63804e-05,1.89177e-05,0.0400243,0.0399362,0.0399902,-1.33313e-06,3.11744e-07,1.02294e-06,-0,-0,-0,0,0,0,0.000966149,0.00015088,3.77892e-05,380.226,3630.89,6000,4.5111,
46.4,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83802e+07,-5.56223e+07,143.615,887.083,356.615,0.00176523,0.000151023,3.78368e-05,0.176139,0.0022479,0.00085937,0.984362,-9.90972e-06,7.02637e-08,2.09948e-08,0.000177208,1.57013e-07,-1914068.094856513,-5568100.824806671,3385823.63197312,4319.237802,-4315.038397,-4635.866366,4327.582826,-5658.766479,-2831.433797,-2.327653352e-06,2.747517315e-06,2.472971895e-06,0.524597,5.76344,419192,6127.09,30221,9462.55,6162.93,31621.9,-1569.82,4.71295e-06,1,2.68338e-12,1.94217e+06,4.0471e+06,-5.09707e+06,-3581.23,-3373.77,-4055.74,2.60864e+10,-1.44549e+11,-7.85364e+09,2.45415e+06,-1.37105e+07,2.6062e+08,4.00761e+08,-5.15907e+07,-4.20893e+07,2698.97,-64708.6,155811,0,0,0,1.65428e-08,3.33539e-09,-1.98782e-08,-2.58276e-07,1.72955e-06,7.52622e-08,2.74663e-07,5.12898e-07,-7.87562e-07,-3.23756e-05,4.63806e-05,1.89142e-05,0.0399826,0.0400478,0.039921,-1.32524e-06,3.08796e-07,1.01751e-06,-0,-0,-0,0,0,0,0.00400978,0.000150953,3.78158e-05,380.522,3633.71,6000,2.95354,
46.5,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83802e+07,-5.56223e+07,143.615,887.083,356.615,0.00175536,0.000151098,3.78595e-05,0.176226,0.00225507,0.000862365,0.984347,-9.86801e-06,7.50325e-08,2.27696e-08,0.000176226,1.55278e-07,-1913636.073816673,-5568532.378501623,3385359.933856233,4319.48124,-4314.330119,-4636.298238,4327.851158,-5658.766948,-2831.021882,-2.327832106e-06,2.747150431e-06,2.473242899e-06,0.524518,5.76353,419191,6108.37,30254.3,9343.35,6144.92,31611.5,-1698.78,4.71295e-06,1,2.68341e-12,1.94183e+06,4.04676e+06,-5.09748e+06,-3581.27,-3323.88,-4015.35,2.6086e+10,-1.4455e+11,-7.82766e+09,2.45825e+06,-1.35855e+07,2.59192e+08,4.00761e+08,-5.1599e+07,-4.20738e+07,2702.19,-64243.5,155343,0,0,-1.32412e-23,1.6544e-08,3.33243e-09,-1.98764e-08,-2.58242e-07,1.7294e-06,7.50007e-08,2.74699e-07,5.12891e-07,-7.8759e-07,-3.23783e-05,4.63807e-05,1.89108e-05,0.0400264,0.0400129,0.0400217,-1.33312e-06,3.13927e-07,1.01942e-06,-0,-0,-0,0,0,0,0.00209428,0.000151023,3.78368e-05,380.846,3636.81,6000,3.24793,
46.6,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.9,2157.06,3.98689e+08,-3.83801e+07,-5.56222e+07,143.614,887.083,356.615,0.00174554,0.000151166,3.78861e-05,0.176312,0.00226225,0.000865363,0.984331,-9.81432e-06,6.79884e-08,2.66176e-08,0.000175249,1.53561e-07,-1913204.202237432,-5568963.68779112,3384896.379107349,4319.724525,-4313.62207,-4636.729877,4328.119347,-5658.76482,-2830.61529,-2.328011275e-06,2.746782861e-06,2.473514053e-06,0.524439,5.76361,419191,6037.72,30276.7,9440.99,6074.08,31666.1,-1620.78,4.71295e-06,1,2.68343e-12,1.94149e+06,4.04642e+06,-5.09788e+06,-3581.28,-3274.18,-3975.14,2.60855e+10,-1.44552e+11,-7.80182e+09,2.46241e+06,-1.34615e+07,2.5777e+08,4.00761e+08,-5.16073e+07,-4.20584e+07,2705.63,-63780.5,154880,0,0,-1.32412e-23,1.65452e-08,3.32949e-09,-1.98747e-08,-2.58208e-07,1.72926e-06,7.47408e-08,2.74734e-07,5.12884e-07,-7.87617e-07,-3.23809e-05,4.63808e-05,1.89074e-05,0.0399806,0.0399442,0.0399185,-1.3288e-06,3.07267e-07,1.02341e-06,-0,-0,-0,0,0,0,0.0037055,0.000151098,3.78595e-05,380.938,3637.69,6000,0.91985,
46.7,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83799e+07,-5.56222e+07,143.614,887.083,356.615,0.00173578,0.000151236,3.79085e-05,0.176398,0.00226944,0.000868365,0.984316,-9.76175e-06,6.9497e-08,2.24006e-08,0.000174277,1.51863e-07,-1912772.132528088,-5569395.09981331,3384432.594635683,4319.967852,-4312.913682,-4637.16163,4328.387591,-5658.759698,-2830.214515,-2.328190665e-06,2.74641497e-06,2.473785126e-06,0.52436,5.7637,419190,6188.77,30217.7,9548.48,6224.67,31647.7,-1504.23,4.71295e-06,1,2.68346e-12,1.94115e+06,4.04608e+06,-5.09827e+06,-3581.29,-3224.76,-3935.16,2.60851e+10,-1.44553e+11,-7.77612e+09,2.46565e+06,-1.33389e+07,2.56356e+08,4.00761e+08,-5.16154e+07,-4.2043e+07,2708.53,-63322.6,154417,-2.64824e-23,0,0,1.65464e-08,3.32657e-09,-1.98729e-08,-2.58175e-07,1.72912e-06,7.44824e-08,2.74768e-07,5.12877e-07,-7.87645e-07,-3.23836e-05,4.63809e-05,1.89041e-05,0.0400651,0.0399409,0.0399793,-1.32533e-06,3.09125e-07,1.01935e-06,-0,-0,-0,0,0,0,0.00314031,0.000151166,3.78861e-05,381.32,3641.34,6000,3.81762,
46.8,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83799e+07,-5.56222e+07,143.614,887.083,356.615,0.00172606,0.000151303,3.79361e-05,0.176483,0.00227662,0.000871369,0.984301,-9.71923e-06,6.71848e-08,2.75805e-08,0.00017331,1.50181e-07,-1912340.21229594,-5569826.267489988,3383968.953563597,4320.211027,-4312.205524,-4637.593151,4328.655693,-5658.752011,-2829.819007,-2.328370465e-06,2.746046399e-06,2.474056348e-06,0.524281,5.76378,419190,6061.28,30259.5,9500.86,6097.63,31670.2,-1569.42,4.71295e-06,1,2.68348e-12,1.94081e+06,4.04575e+06,-5.09866e+06,-3581.32,-3175.59,-3895.41,2.60847e+10,-1.44555e+11,-7.75057e+09,2.46955e+06,-1.32173e+07,2.5495e+08,4.00761e+08,-5.16236e+07,-4.20277e+07,2711.67,-62865.6,153956,0,0,0,1.65475e-08,3.32366e-09,-1.98712e-08,-2.58141e-07,1.72898e-06,7.42254e-08,2.74801e-07,5.12871e-07,-7.87672e-07,-3.23863e-05,4.63809e-05,1.89008e-05,0.0400514,0.0399777,0.0400667,-1.33166e-06,3.07169e-07,1.02467e-06,-0,-0,-0,0,0,0,0.00339251,0.000151236,3.79085e-05,381.519,3643.24,6000,1.99392,
46.9,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83798e+07,-5.56221e+07,143.614,887.083,356.615,0.00171639,0.000151374,3.79621e-05,0.176568,0.00228381,0.000874376,0.984285,-9.67252e-06,7.10792e-08,2.6008e-08,0.000172347,1.48518e-07,-1911908.093928581,-5570257.537827901,3383505.082749558,4320.454245,-4311.497027,-4638.024786,4328.923848,-5658.741358,-2829.429264,-2.32855048e-06,2.745677513e-06,2.474327486e-06,0.524202,5.76387,419189,6079.19,30266.5,9412.64,6116.07,31645.7,-1659.87,4.71295e-06,1,2.6835e-12,1.94047e+06,4.04543e+06,-5.09905e+06,-3581.33,-3126.63,-3855.84,2.60842e+10,-1.44556e+11,-7.72515e+09,2.47263e+06,-1.3097e+07,2.53549e+08,4.00761e+08,-5.16318e+07,-4.20124e+07,2714.5,-62413,153497,0,1.32412e-23,0,1.65487e-08,3.32077e-09,-1.98694e-08,-2.58107e-07,1.72884e-06,7.397e-08,2.74833e-07,5.12866e-07,-7.87699e-07,-3.2389e-05,4.63809e-05,1.88976e-05,0.0400675,0.0400108,0.0400422,-1.33358e-06,3.11408e-07,1.02326e-06,-0,-0,-0,0,0,0,0.00218331,0.000151303,3.79361e-05,381.872,3646.61,6000,3.52793,
47,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83797e+07,-5.56221e+07,143.613,887.083,356.615,0.00170678,0.000151439,3.79864e-05,0.176652,0.002291,0.000877386,0.98427,-9.61492e-06,6.47316e-08,2.43137e-08,0.00017139,1.46873e-07,-1911476.125075962,-5570688.563859358,3383041.355389142,4320.69731,-4310.788759,-4638.456188,4329.191861,-5658.72817,-2829.044733,-2.328730904e-06,2.745307952e-06,2.474598771e-06,0.524123,5.76396,419189,5992.62,30166.4,9426.52,6029.33,31556.5,-1617.84,4.71295e-06,1,2.68353e-12,1.94013e+06,4.04511e+06,-5.09943e+06,-3581.34,-3077.9,-3816.46,2.60838e+10,-1.44558e+11,-7.69987e+09,2.47616e+06,-1.29777e+07,2.52155e+08,4.00761e+08,-5.16399e+07,-4.19971e+07,2717.61,-61961.6,153042,-2.64823e-23,1.32412e-23,0,1.65498e-08,3.3179e-09,-1.98677e-08,-2.58074e-07,1.7287e-06,7.3716e-08,2.74865e-07,5.12861e-07,-7.87726e-07,-3.23917e-05,4.63809e-05,1.88944e-05,0.0400074,0.0399338,0.0399212,-1.32438e-06,3.05423e-07,1.02172e-06,-0,-0,-0,0,0,0,0.00193782,0.000151374,3.79621e-05,382.171,3649.47,6000,2.98982,
47.1,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83796e+07,-5.56221e+07,143.613,887.083,356.615,0.00169721,0.000151507,3.80077e-05,0.176736,0.00229819,0.000880399,0.984255,-9.56851e-06,6.81918e-08,2.12101e-08,0.000170438,1.45246e-07,-1911043.958079553,-5571119.692484067,3382577.398263866,4320.940418,-4310.080151,-4638.887705,4329.45993,-5658.712047,-2828.665909,-2.328911541e-06,2.744938081e-06,2.474869971e-06,0.524044,5.76404,419188,6116.38,30198.8,9480.1,6153.09,31605.1,-1583.58,4.71295e-06,1,2.68355e-12,1.93979e+06,4.0448e+06,-5.09982e+06,-3581.38,-3029.45,-3777.33,2.60834e+10,-1.44559e+11,-7.67474e+09,2.47955e+06,-1.28595e+07,2.5077e+08,4.00761e+08,-5.16479e+07,-4.1982e+07,2720.41,-61513.4,152587,2.64823e-23,-1.32412e-23,0,1.65509e-08,3.31504e-09,-1.9866e-08,-2.58041e-07,1.72856e-06,7.34635e-08,2.74896e-07,5.12857e-07,-7.87753e-07,-3.23944e-05,4.63809e-05,1.88913e-05,0.0400184,0.0399838,0.0399543,-1.32607e-06,3.09215e-07,1.01876e-06,-0,-0,-0,0,0,0,0.00144817,0.000151439,3.79864e-05,382.494,3652.55,6000,3.22993,
