time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],clock_sensor[sec],
0,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84214e+07,-5.56389e+07,143.728,887.073,356.6,0.0433025,0.00947614,0.0327511,0,0,0,1,0,-0,0,0.00551139,0.000151877,-2111769.772374508,-5360353.225433829,3596181.649781079,4200.434474,-4637.540129,-4429.236126,4200.434474,-4637.540129,-4429.236126,0,0,0,0.560853,5.72264,419453,0,0,0,0,0,0,4.55649e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,
0.1,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84213e+07,-5.56388e+07,143.728,887.073,356.6,0.0433016,0.00947686,0.0327513,0.0021651,0.000473825,0.00163756,0.999996,-9.70913e-07,7.2102e-07,2.48717e-07,0.00551134,0.000151874,-2111349.632802087,-5360817.036907832,3595738.617453132,4200.703048,-4636.858302,-4429.694813,4189.649293,-4669.727347,-4405.569482,-2.290190025e-06,2.70990982e-06,2.480792054e-06,0.560776,5.72273,419453,7955.33,31694.4,6636.96,7955.33,31694.4,6636.96,4.71293e-06,1,2.67144e-12,2.11177e+06,5.36035e+06,-3.59618e+06,205435,-220249,-207676,2.61775e+10,-1.32802e+11,-5.75759e+10,-3.80379e+09,-3.35052e+09,5.99873e+09,4.00794e+08,-3.3061e+07,-5.9235e+07,-525520,-1.5686e+07,5.2344e+06,0,0,0,1.09115e-08,1.00669e-08,-2.09784e-08,-3.04801e-07,1.79304e-06,7.01893e-07,2.1165e-08,6.57871e-07,-6.79036e-07,-3.17579e-05,3.61457e-05,3.40292e-05,0.0399906,0.0400669,0.0400359,-1.00299e-06,5.30828e-08,9.48731e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.2,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84212e+07,-5.56388e+07,143.728,887.073,356.6,0.0433006,0.0094776,0.0327516,0.00433013,0.000947682,0.00327512,0.999985,-9.78409e-07,7.33011e-07,2.45133e-07,0.00551129,0.000151872,-2110929.635387711,-5361280.593654979,3595295.71748848,4200.971461,-4636.176691,-4430.15326,4178.739132,-4701.779057,-4381.776626,-2.288590409e-06,2.715203917e-06,2.476840569e-06,0.560699,5.72282,419452,7961.94,31762.2,6472.34,8059.89,31763.7,6342.39,4.71293e-06,1,2.67146e-12,2.13229e+06,5.33825e+06,-3.61689e+06,204922,-221783,-206542,2.57963e+10,-1.33135e+11,-5.69755e+10,-3.82038e+09,-3.31198e+09,6.00943e+09,4.00739e+08,-3.46283e+07,-5.87082e+07,-581798,-1.56613e+07,5.30197e+06,0,0,-1.32437e-23,1.10207e-08,9.91713e-09,-2.09379e-08,-2.99426e-07,1.79436e-06,6.92287e-07,2.685e-08,6.54367e-07,-6.81217e-07,-3.16487e-05,3.6473e-05,3.3788e-05,0.0399659,0.0399727,0.0399765,-1.01628e-06,6.87274e-08,9.47288e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.3,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84212e+07,-5.56388e+07,143.728,887.073,356.6,0.0432996,0.00947834,0.0327518,0.00649509,0.00142157,0.00491266,0.999966,-9.72896e-07,7.38453e-07,2.33613e-07,0.00551124,0.000151869,-2110509.442107749,-5361744.268756464,3594852.593431002,4201.239929,-4635.494746,-4430.611835,4167.704531,-4733.693781,-4357.85863,-2.286982203e-06,2.720540267e-06,2.472912255e-06,0.560621,5.72291,419452,8052.22,31666.5,6569.38,8247.45,31668.9,6310.57,4.71293e-06,1,2.67149e-12,2.15275e+06,5.316e+06,-3.63749e+06,204403,-223310,-205401,2.54135e+10,-1.33464e+11,-5.63741e+10,-3.83685e+09,-3.27335e+09,6.01995e+09,4.00678e+08,-3.61932e+07,-5.81746e+07,-638059,-1.56362e+07,5.36939e+06,2.64873e-23,-1.32436e-23,0,1.11287e-08,9.7675e-09,-2.08962e-08,-2.94051e-07,1.79557e-06,6.82699e-07,3.25373e-08,6.50833e-07,-6.8337e-07,-3.15378e-05,3.67992e-05,3.35455e-05,0.0400346,0.040009,0.0400722,-1.01656e-06,7.78522e-08,9.37879e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.4,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.8421e+07,-5.56387e+07,143.727,887.073,356.6,0.0432986,0.00947908,0.032752,0.00865994,0.00189548,0.00655018,0.999939,-9.71567e-07,7.4527e-07,2.26411e-07,0.00551119,0.000151866,-2110089.391024895,-5362207.689166662,3594409.601792156,4201.508235,-4634.813017,-4431.070169,4156.545596,-4765.471134,-4333.815821,-2.285366531e-06,2.725916558e-06,2.469009201e-06,0.560544,5.723,419451,8030.52,31644,6500.48,8323.52,31645.5,6112.64,4.71293e-06,1,2.67152e-12,2.17317e+06,5.29359e+06,-3.65797e+06,203878,-224830,-204255,2.5029e+10,-1.3379e+11,-5.57715e+10,-3.85321e+09,-3.23462e+09,6.03029e+09,4.00611e+08,-3.77555e+07,-5.76343e+07,-694299,-1.56107e+07,5.43664e+06,0,0,0,1.12352e-08,9.61806e-09,-2.08533e-08,-2.88676e-07,1.79665e-06,6.73129e-07,3.82262e-08,6.47269e-07,-6.85496e-07,-3.14252e-05,3.71244e-05,3.33017e-05,0.039982,0.039946,0.0399805,-1.02103e-06,8.83827e-08,9.3276e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.5,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84209e+07,-5.56387e+07,143.727,887.073,356.6,0.0432977,0.00947982,0.0327523,0.0108247,0.00236942,0.00818767,0.999905,-9.64985e-07,7.42413e-07,2.24159e-07,0.00551114,0.000151863,-2109669.144065541,-5362671.227864522,3593966.386034884,4201.776595,-4634.130954,-4431.52863,4145.262875,-4797.109655,-4309.649279,-2.283744141e-06,2.731331201e-06,2.465132893e-06,0.560467,5.72309,419450,7989.76,31662.2,6654.56,8380.35,31665.8,6137.14,4.71293e-06,1,2.67154e-12,2.19353e+06,5.27103e+06,-3.67834e+06,203348,-226344,-203102,2.46428e+10,-1.34111e+11,-5.5168e+10,-3.86944e+09,-3.19579e+09,6.04044e+09,4.00539e+08,-3.93153e+07,-5.70873e+07,-750521,-1.55846e+07,5.50373e+06,0,0,-1.32436e-23,1.13405e-08,9.46882e-09,-2.08093e-08,-2.83304e-07,1.79762e-06,6.63579e-07,4.3916e-08,6.43676e-07,-6.87592e-07,-3.13109e-05,3.74483e-05,3.30567e-05,0.0400269,0.0399651,0.0399647,-1.02024e-06,8.92675e-08,9.32561e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.6,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84209e+07,-5.56386e+07,143.727,887.073,356.6,0.0432967,0.00948057,0.0327525,0.0129893,0.00284337,0.0098251,0.999863,-9.72738e-07,7.50515e-07,2.2138e-07,0.00551109,0.000151861,-2109249.039328776,-5363134.511921652,3593523.302737266,4202.044795,-4633.449107,-4431.986851,4133.856474,-4828.608963,-4285.35934,-2.282116118e-06,2.736781822e-06,2.461285371e-06,0.56039,5.72318,419450,7972.71,31756.3,6590.93,8463.09,31757.4,5942.29,4.71293e-06,1,2.67157e-12,2.21384e+06,5.24832e+06,-3.69859e+06,202811,-227852,-201944,2.42551e+10,-1.34429e+11,-5.45635e+10,-3.88556e+09,-3.15687e+09,6.05041e+09,4.00461e+08,-4.08725e+07,-5.65336e+07,-806721,-1.55581e+07,5.57066e+06,0,-1.32436e-23,0,1.14443e-08,9.31982e-09,-2.07641e-08,-2.77934e-07,1.79848e-06,6.54048e-07,4.96061e-08,6.40054e-07,-6.8966e-07,-3.11949e-05,3.77711e-05,3.28105e-05,0.0399925,0.0399681,0.0400313,-1.03379e-06,1.01142e-07,9.31804e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.7,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84208e+07,-5.56386e+07,143.727,887.073,356.6,0.0432957,0.00948133,0.0327527,0.0151538,0.00331734,0.0114625,0.999814,-9.69163e-07,7.58453e-07,2.10867e-07,0.00551104,0.000151858,-2108828.738708,-5363597.914196024,3593079.995299222,4202.313049,-4632.766926,-4432.4452,4122.326954,-4859.967606,-4260.947095,-2.280483172e-06,2.742266772e-06,2.457468074e-06,0.560313,5.72327,419449,7991.12,31654.4,6531.22,8578.24,31651.2,5755.93,4.71293e-06,1,2.6716e-12,2.23409e+06,5.22546e+06,-3.71873e+06,202269,-229352,-200779,2.38657e+10,-1.34743e+11,-5.39579e+10,-3.90157e+09,-3.11785e+09,6.06019e+09,4.00378e+08,-4.24269e+07,-5.59732e+07,-862897,-1.55311e+07,5.63741e+06,0,0,0,1.15467e-08,9.17106e-09,-2.07178e-08,-2.72567e-07,1.79921e-06,6.44539e-07,5.52958e-08,6.36403e-07,-6.91699e-07,-3.10772e-05,3.80927e-05,3.25631e-05,0.0400314,0.040073,0.0400195,-1.03601e-06,1.12879e-07,9.23283e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.8,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84207e+07,-5.56386e+07,143.726,887.073,356.6,0.0432948,0.00948209,0.0327529,0.0173181,0.00379132,0.0130998,0.999757,-9.67052e-07,7.60652e-07,2.05867e-07,0.00551099,0.000151855,-2108408.580345475,-5364061.061869013,3592636.820372578,4202.581141,-4632.08496,-4432.903308,4110.674427,-4891.185207,-4236.41288,-2.278846346e-06,2.747783613e-06,2.453682994e-06,0.560235,5.72336,419449,7962.17,31644.8,6585.11,8647.01,31640.3,5681.03,4.71293e-06,1,2.67163e-12,2.25429e+06,5.20245e+06,-3.73875e+06,201720,-230846,-199609,2.34748e+10,-1.35053e+11,-5.33514e+10,-3.91745e+09,-3.07874e+09,6.06979e+09,4.00289e+08,-4.39787e+07,-5.54061e+07,-919047,-1.55036e+07,5.70399e+06,0,0,0,1.16478e-08,9.02256e-09,-2.06703e-08,-2.67203e-07,1.79983e-06,6.35052e-07,6.09844e-08,6.32724e-07,-6.93708e-07,-3.09579e-05,3.84129e-05,3.23145e-05,0.0400032,0.0399524,0.040033,-1.03968e-06,1.18906e-07,9.20246e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
0.9,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84206e+07,-5.56385e+07,143.726,887.073,356.6,0.0432938,0.00948286,0.0327531,0.0194822,0.00426531,0.014737,0.999692,-9.60055e-07,7.62871e-07,1.97014e-07,0.00551094,0.000151852,-2107988.226081239,-5364524.327700046,3592193.421272765,4202.849288,-4631.402662,-4433.361544,4098.899465,-4922.26033,-4211.757798,-2.277206307e-06,2.753330636e-06,2.44993152e-06,0.560158,5.72345,419448,7926.3,31589.4,6610.45,8707.81,31582.6,5579.25,4.71293e-06,1,2.67165e-12,2.27444e+06,5.17929e+06,-3.75865e+06,201166,-232333,-198434,2.30822e+10,-1.35358e+11,-5.2744e+10,-3.93321e+09,-3.03954e+09,6.0792e+09,4.00194e+08,-4.55277e+07,-5.48324e+07,-975171,-1.54756e+07,5.77041e+06,0,-1.32436e-23,0,1.17474e-08,8.87434e-09,-2.06218e-08,-2.61845e-07,1.80033e-06,6.25589e-07,6.66713e-08,6.29017e-07,-6.95688e-07,-3.08369e-05,3.87319e-05,3.20648e-05,0.0399447,0.0399908,0.0399458,-1.03847e-06,1.24979e-07,9.13325e-07,-0,-0,-0,0,0,0,0.0433399,0.00947614,0.0327511,0.0433025,0.0116879,0.0327511,0.11,
