time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],clock_sensor[sec],
0,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84214e+07,-5.56389e+07,143.728,887.073,356.6,0.0312508,0.000245614,0.0141376,0,0,0,1,0,-0,0,0.00343008,5.88273e-05,-2111769.772374508,-5360353.225433829,3596181.649781079,4200.434474,-4637.540129,-4429.236126,4200.434474,-4637.540129,-4429.236126,0,0,0,0.560853,5.72264,419453,0,0,0,0,0,0,4.55649e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,
0.1,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84213e+07,-5.56388e+07,143.728,887.073,356.6,0.0312498,0.000246339,0.0141378,0.00156252,1.22988e-05,0.000706885,0.999999,-9.73537e-07,7.25194e-07,2.48956e-07,0.00343,5.88246e-05,-2111349.632802087,-5360817.036907832,3595738.617453132,4200.703048,-4636.858302,-4429.694813,4194.242401,-4656.612682,-4415.070347,-2.290190025e-06,2.70990982e-06,2.480792054e-06,0.560776,5.72273,419453,8033.45,31725.2,6598.81,8033.45,31725.2,6598.81,4.71293e-06,1,2.67144e-12,2.11177e+06,5.36035e+06,-3.59618e+06,72465.3,-137601,-162568,2.61775e+10,-1.32802e+11,-5.75759e+10,-1.86333e+09,-2.16937e+09,4.15661e+09,4.00794e+08,-3.3061e+07,-5.9235e+07,-456910,-7.51188e+06,1.13641e+06,0,0,0,1.09115e-08,1.00669e-08,-2.09784e-08,-3.04801e-07,1.79304e-06,7.01893e-07,2.1165e-08,6.57871e-07,-6.79036e-07,-3.17579e-05,3.61457e-05,3.40292e-05,0.040052,0.0400435,0.0400267,-1.00561e-06,5.72564e-08,9.4897e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.2,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84212e+07,-5.56388e+07,143.728,887.073,356.6,0.0312489,0.000247072,0.0141381,0.00312498,2.4634e-05,0.00141378,0.999994,-9.74373e-07,7.33153e-07,2.3938e-07,0.00342992,5.88219e-05,-2110929.635387711,-5361280.593654979,3595295.71748848,4200.971461,-4636.176691,-4430.15326,4188.024069,-4675.633812,-4400.847224,-2.289311947e-06,2.712882641e-06,2.478580827e-06,0.560699,5.72282,419452,8105.08,31711.4,6576.42,8149.75,31720.4,6477.5,4.71293e-06,1,2.67146e-12,2.11901e+06,5.34656e+06,-3.61242e+06,72284.5,-138189,-162142,2.59911e+10,-1.33018e+11,-5.71599e+10,-1.86648e+09,-2.15369e+09,4.16321e+09,4.00748e+08,-3.3812e+07,-5.91202e+07,-467514,-7.50767e+06,1.16011e+06,0,0,1.32437e-23,1.09871e-08,9.97483e-09,-2.09619e-08,-3.02086e-07,1.79411e-06,6.95397e-07,2.45476e-08,6.55803e-07,-6.80351e-07,-3.16953e-05,3.63398e-05,3.3885e-05,0.0399337,0.0400034,0.0400068,-1.00991e-06,6.73749e-08,9.40693e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.3,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84212e+07,-5.56388e+07,143.728,887.073,356.6,0.0312479,0.000247807,0.0141383,0.00468738,3.70057e-05,0.00212068,0.999987,-9.79407e-07,7.35287e-07,2.42219e-07,0.00342985,5.88192e-05,-2110509.442107749,-5361744.268756464,3594852.593431002,4201.239929,-4635.494746,-4430.611835,4181.779766,-4694.602764,-4386.567289,-2.288426785e-06,2.715871478e-06,2.476380696e-06,0.560621,5.72291,419452,7981.53,31682.9,6492.12,8070.82,31700.1,6294.44,4.71293e-06,1,2.67149e-12,2.12623e+06,5.33272e+06,-3.62861e+06,72102.8,-138775,-161715,2.58043e+10,-1.33233e+11,-5.67433e+10,-1.86961e+09,-2.13798e+09,4.16976e+09,4.00701e+08,-3.45625e+07,-5.9003e+07,-478111,-7.50335e+06,1.1838e+06,0,0,0,1.10622e-08,9.88279e-09,-2.0945e-08,-2.99371e-07,1.79513e-06,6.88907e-07,2.79319e-08,6.53726e-07,-6.81658e-07,-3.16324e-05,3.65334e-05,3.37403e-05,0.0399991,0.0400397,0.0400764,-1.0184e-06,7.16781e-08,9.44822e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.4,0,0,0,0,0,0,2.61754e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.8421e+07,-5.56387e+07,143.727,887.073,356.6,0.0312469,0.00024855,0.0141386,0.00624972,4.94141e-05,0.00282759,0.999976,-9.81785e-07,7.42079e-07,2.37371e-07,0.00342977,5.88165e-05,-2110089.391024895,-5362207.689166662,3594409.601792156,4201.508235,-4634.813017,-4431.070169,4175.509343,-4713.519877,-4372.230332,-2.287534874e-06,2.718875515e-06,2.474192409e-06,0.560544,5.723,419451,8031.03,31697.2,6463.55,8165.05,31722.1,6166.87,4.71293e-06,1,2.67152e-12,2.13343e+06,5.31881e+06,-3.64476e+06,71920.4,-139360,-161286,2.56171e+10,-1.33446e+11,-5.6326e+10,-1.87271e+09,-2.12224e+09,4.17625e+09,4.00653e+08,-3.53126e+07,-5.88834e+07,-488702,-7.49895e+06,1.20747e+06,0,0,-1.32436e-23,1.11369e-08,9.79081e-09,-2.09277e-08,-2.96658e-07,1.79611e-06,6.82423e-07,3.13178e-08,6.51639e-07,-6.82956e-07,-3.1569e-05,3.67267e-05,3.35949e-05,0.0399928,0.0400975,0.040083,-1.02424e-06,8.06498e-08,9.41255e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.5,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84209e+07,-5.56387e+07,143.727,887.073,356.6,0.0312459,0.00024929,0.0141388,0.007812,6.18592e-05,0.00353451,0.999963,-9.77741e-07,7.40893e-07,2.36704e-07,0.00342969,5.88138e-05,-2109669.144065541,-5362671.227864522,3593966.386034884,4201.776595,-4634.130954,-4431.52863,4169.213088,-4732.384403,-4357.836888,-2.28663619e-06,2.721894683e-06,2.472016129e-06,0.560467,5.72309,419450,8035.07,31705.2,6571.34,8213.84,31738.9,6175.62,4.71293e-06,1,2.67154e-12,2.14061e+06,5.30484e+06,-3.66087e+06,71737.2,-139942,-160856,2.54297e+10,-1.33657e+11,-5.5908e+10,-1.87579e+09,-2.10648e+09,4.1827e+09,4.00603e+08,-3.60623e+07,-5.87615e+07,-499288,-7.49445e+06,1.23113e+06,0,-1.32436e-23,-1.32436e-23,1.12109e-08,9.69891e-09,-2.09098e-08,-2.93947e-07,1.79704e-06,6.75944e-07,3.47051e-08,6.49541e-07,-6.84246e-07,-3.15051e-05,3.69195e-05,3.3449e-05,0.0400536,0.0401026,0.0400555,-1.02366e-06,8.16532e-08,9.4186e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.6,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84209e+07,-5.56386e+07,143.727,887.073,356.6,0.031245,0.000250027,0.014139,0.0093742,7.43407e-05,0.00424142,0.999947,-9.78187e-07,7.36713e-07,2.42265e-07,0.00342961,5.88111e-05,-2109249.039328776,-5363134.511921652,3593523.302737266,4202.044795,-4633.449107,-4431.986851,4162.890848,-4751.196681,-4343.386746,-2.285731064e-06,2.724928154e-06,2.469852595e-06,0.56039,5.72318,419450,7923.93,31790,6648.14,8148.03,31833.2,6152.09,4.71293e-06,1,2.67157e-12,2.14778e+06,5.29082e+06,-3.67693e+06,71553.2,-140524,-160423,2.5242e+10,-1.33867e+11,-5.54895e+10,-1.87885e+09,-2.0907e+09,4.1891e+09,4.00553e+08,-3.68115e+07,-5.86372e+07,-509869,-7.48987e+06,1.25477e+06,0,0,0,1.12845e-08,9.60709e-09,-2.08916e-08,-2.91236e-07,1.79792e-06,6.69473e-07,3.80936e-08,6.47434e-07,-6.85527e-07,-3.14409e-05,3.71119e-05,3.33025e-05,0.0400591,0.040074,0.0400244,-1.02756e-06,7.96726e-08,9.48684e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.7,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84208e+07,-5.56386e+07,143.727,887.073,356.6,0.031244,0.000250773,0.0141393,0.0109363,8.68588e-05,0.00494834,0.999928,-9.80655e-07,7.45602e-07,2.34068e-07,0.00342953,5.88084e-05,-2108828.738708,-5363597.914196024,3593079.995299222,4202.313049,-4632.766926,-4432.4452,4156.54291,-4769.955966,-4328.880446,-2.284819474e-06,2.727975853e-06,2.467701963e-06,0.560313,5.72327,419449,8011.53,31774.1,6614.79,8280.35,31823.4,6019.79,4.71293e-06,1,2.6716e-12,2.15492e+06,5.27674e+06,-3.69295e+06,71368.4,-141103,-159989,2.50539e+10,-1.34075e+11,-5.50702e+10,-1.88189e+09,-2.0749e+09,4.19545e+09,4.00501e+08,-3.75603e+07,-5.85105e+07,-520444,-7.4852e+06,1.2784e+06,-2.64873e-23,1.32436e-23,0,1.13575e-08,9.51535e-09,-2.08729e-08,-2.88527e-07,1.79876e-06,6.63007e-07,4.14833e-08,6.45317e-07,-6.868e-07,-3.13762e-05,3.73038e-05,3.31555e-05,0.0400116,0.0400425,0.0400505,-1.0335e-06,9.07701e-08,9.4174e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.8,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84207e+07,-5.56386e+07,143.726,887.073,356.6,0.031243,0.000251517,0.0141395,0.0124984,9.94135e-05,0.00565525,0.999906,-9.77633e-07,7.44402e-07,2.33678e-07,0.00342945,5.88057e-05,-2108408.580345475,-5364061.061869013,3592636.820372578,4202.581141,-4632.08496,-4432.903308,4150.169127,-4788.662595,-4314.317772,-2.283901746e-06,2.731036942e-06,2.465564964e-06,0.560235,5.72336,419449,7900.82,31651.9,6612.98,8213.29,31709.2,5921.39,4.71293e-06,1,2.67163e-12,2.16205e+06,5.2626e+06,-3.70893e+06,71182.8,-141681,-159554,2.48656e+10,-1.34282e+11,-5.46504e+10,-1.88491e+09,-2.05907e+09,4.20175e+09,4.00449e+08,-3.83086e+07,-5.83815e+07,-531013,-7.48044e+06,1.30202e+06,0,0,1.32436e-23,1.143e-08,9.42369e-09,-2.08537e-08,-2.8582e-07,1.79955e-06,6.56549e-07,4.48739e-08,6.43189e-07,-6.88063e-07,-3.13111e-05,3.74953e-05,3.30079e-05,0.0400936,0.0400255,0.0400812,-1.03394e-06,9.17887e-08,9.42595e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
0.9,0,0,0,0,0,0,2.61755e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.65,2156.95,3.98683e+08,-3.84206e+07,-5.56385e+07,143.726,887.073,356.6,0.031242,0.000252271,0.0141397,0.0140603,0.000112005,0.00636216,0.999881,-9.83733e-07,7.53474e-07,2.32226e-07,0.00342937,5.8803e-05,-2107988.226081239,-5364524.327700046,3592193.421272765,4202.849288,-4631.402662,-4433.361544,4143.769789,-4807.315826,-4299.69927,-2.282977853e-06,2.734111334e-06,2.463441745e-06,0.560158,5.72345,419448,8009.19,31800.5,6574.58,8368.02,31862.3,5780.45,4.71293e-06,1,2.67165e-12,2.16916e+06,5.2484e+06,-3.72486e+06,70996.4,-142258,-159116,2.4677e+10,-1.34487e+11,-5.42299e+10,-1.8879e+09,-2.04321e+09,4.208e+09,4.00395e+08,-3.90564e+07,-5.82501e+07,-541576,-7.47558e+06,1.32562e+06,0,0,0,1.1502e-08,9.33212e-09,-2.08341e-08,-2.83115e-07,1.80029e-06,6.50098e-07,4.82654e-08,6.41053e-07,-6.89318e-07,-3.12455e-05,3.76863e-05,3.28598e-05,0.0401003,0.0400702,0.0400199,-1.0435e-06,1.03089e-07,9.42378e-07,-0,-0,-0,0,0,0,0.0317555,0.000245614,0.0141376,0.0312508,0.00327141,0.0141376,0.11,
