time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
104.4,0,0,0,0,0,0,2.61785e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83288e+07,-5.56016e+07,143.473,887.096,356.635,0.999988,0.000597415,-0.000585706,0.934736,0.000516753,0.000259337,-0.355342,1.02949e-06,1.57432e-07,-1.18973e-06,0.0999989,0.0499989,-1659637.654773163,-5806288.781381777,3109875.401818407,4451.085844,-3895.391365,-4876.204258,4443.88277,6156.055177,1057.590483,-2.342196473e-06,2.551925843e-06,2.66929185e-06,0.47813,5.8119,418911,4000.27,27954.1,12906.6,4031.81,-30207.8,5936.94,4.71298e-06,1,2.69631e-12,1.66218e+06,-2.87747e+06,5.92419e+06,-12848.6,5.91644e+06,2.87732e+06,2.60332e+10,1.41363e+11,-3.12265e+10,1.69634e+08,-3.12519e+10,-1.41337e+11,4.00287e+08,6.1203e+07,2.85571e+07,29732.9,2.81523e+07,-6.08288e+07,-2.64759e-23,0,0,-2.15453e-08,6.22432e-09,1.53209e-08,-2.81705e-07,-1.8138e-06,3.40727e-07,-3.94056e-07,2.27838e-07,1.66218e-07,-3.24527e-05,-4.90745e-05,-9.66889e-06,0.040058,0.0399831,0.0399801,1.44509e-06,-7.66297e-08,-1.37127e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
104.5,0,0,0,0,0,0,2.61785e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83287e+07,-5.56016e+07,143.473,887.096,356.635,0.999989,0.000597483,-0.000586846,0.915808,0.000545848,0.00027151,-0.401615,1.06897e-06,6.79416e-08,-1.14038e-06,0.099999,0.049999,-1659192.447906237,-5806678.360643177,3109387.666900622,4451.296925,-3894.652768,-4876.600941,4443.685923,6230.948007,438.7978712,-2.282510247e-06,2.495804071e-06,2.701753696e-06,0.478049,5.81198,418910,3892.73,27893.9,12860,3925.49,-29388.1,8918.09,4.71298e-06,1,2.69633e-12,1.66153e+06,-2.27218e+06,6.18185e+06,-13363.6,6.17403e+06,2.27291e+06,2.60273e+10,1.37541e+11,-4.51816e+10,1.80375e+08,-4.52058e+10,-1.37511e+11,4.00282e+08,6.3772e+07,2.2327e+07,32025.4,2.19385e+07,-6.33345e+07,-1.3238e-23,0,0,-2.34423e-08,8.18613e-09,1.52562e-08,-2.93696e-07,-1.81931e-06,5.24917e-07,-4.38721e-07,2.60123e-07,1.78598e-07,-3.16019e-05,-4.94617e-05,-5.58959e-06,0.0400543,0.0400253,0.0399544,1.53113e-06,-2.00368e-07,-1.33424e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
104.6,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83286e+07,-5.56015e+07,143.472,887.096,356.635,0.999991,0.000597465,-0.000587947,0.894592,0.000573628,0.000283028,-0.446884,1.11613e-06,-1.73269e-08,-1.1011e-06,0.0999991,0.0499991,-1658747.399031523,-5807067.70936024,3108900.088529991,4451.507864,-3893.914418,-4876.997402,4443.522757,6243.773753,-184.3644377,-2.213409115e-06,2.381701092e-06,2.72933348e-06,0.477967,5.81206,418910,3962.74,27929.1,12912.5,3996.65,-28413.2,11797.9,4.71298e-06,1,2.69635e-12,1.66082e+06,-1.6442e+06,6.37785e+06,-13855.9,6.37006e+06,1.64581e+06,2.60225e+10,1.32345e+11,-5.86855e+10,1.91646e+08,-5.87081e+10,-1.32311e+11,4.00276e+08,6.57063e+07,1.58717e+07,34810.5,1.55058e+07,-6.52073e+07,0,1.3238e-23,0,-2.50677e-08,1.02143e-08,1.48534e-08,-3.03523e-07,-1.78887e-06,7.17903e-07,-4.68681e-07,2.85462e-07,1.83219e-07,-3.06224e-05,-4.89443e-05,-2.07617e-06,0.0401009,0.0399775,0.0400597,1.60987e-06,-3.13003e-07,-1.29917e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
104.7,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83285e+07,-5.56015e+07,143.472,887.096,356.635,0.999992,0.000597363,-0.000588989,0.871139,0.000600024,0.00029386,-0.491036,1.15002e-06,-1.0236e-07,-1.04151e-06,0.0999992,0.0499992,-1658302.1499562,-5807457.140896115,3108412.274284309,4451.718832,-3893.175721,-4877.39396,4443.397189,6194.407247,-805.6859612,-2.182989946e-06,2.251397549e-06,2.790105836e-06,0.477886,5.81214,418909,3911.58,27927.7,12871.6,3946.29,-27059.6,14599.2,4.71298e-06,1,2.69637e-12,1.66007e+06,-999795,6.51025e+06,-14320.6,6.50257e+06,1.00228e+06,2.60188e+10,1.25827e+11,-7.16032e+10,2.0334e+08,-7.16239e+10,-1.25789e+11,4.00271e+08,6.69865e+07,9.25556e+06,38062.6,8.91837e+06,-6.64285e+07,0,0,0,-2.63627e-08,1.22408e-08,1.41219e-08,-3.11091e-07,-1.72328e-06,9.12993e-07,-4.9307e-07,3.10156e-07,1.82914e-07,-3.01866e-05,-4.8478e-05,8.29e-07,0.0399334,0.04003,0.0400983,1.66945e-06,-4.24757e-07,-1.23855e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
104.8,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83284e+07,-5.56015e+07,143.472,887.096,356.635,0.999993,0.000597206,-0.000589975,0.845509,0.000624968,0.000303977,-0.533961,1.14199e-06,-1.56754e-07,-9.85618e-07,0.0999993,0.0499993,-1657857.058901376,-5807846.341937181,3107924.616630117,4451.929658,-3892.437272,-4877.790297,4443.31243,6083.343257,-1418.976124,-2.257001515e-06,2.200677233e-06,2.921630656e-06,0.477805,5.81223,418909,3941.08,27836.3,13012.1,3976.47,-25539.6,17077,4.71298e-06,1,2.69639e-12,1.65927e+06,-345383,6.57771e+06,-14753.2,6.57023e+06,348722,2.60163e+10,1.18052e+11,-8.38056e+10,2.15339e+08,-8.38241e+10,-1.18011e+11,4.00266e+08,6.75999e+07,2.54471e+06,41749.7,2.24204e+06,-6.6986e+07,0,0,8.27371e-25,-2.72806e-08,1.41969e-08,1.30837e-08,-3.16325e-07,-1.62469e-06,1.10336e-06,-5.34419e-07,3.52924e-07,1.81495e-07,-3.12133e-05,-4.93628e-05,4.07912e-06,0.0399908,0.039947,0.0399972,1.70369e-06,-5.23875e-07,-1.1802e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
104.9,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83284e+07,-5.56014e+07,143.472,887.096,356.635,0.999994,0.000597,-0.000590893,0.817765,0.000648395,0.000313351,-0.575551,1.1243e-06,-2.06027e-07,-9.18558e-07,0.0999994,0.0499994,-1657411.767647497,-5808235.625721417,3107436.723089297,4452.140512,-3891.698476,-4878.186731,4443.271622,5911.691269,-2018.123282,-2.321854503e-06,2.154070029e-06,2.993422634e-06,0.477724,5.81231,418908,3948.07,27828.8,12925.7,3983.71,-23625.6,19572,4.71298e-06,1,2.69641e-12,1.65844e+06,312507,6.57957e+06,-15149.1,6.57237e+06,-308337,2.60149e+10,1.09097e+11,-9.51709e+10,2.27528e+08,-9.51867e+10,-1.09053e+11,4.00262e+08,6.75403e+07,-4.19379e+06,45838.2,-4.45647e+06,-6.68742e+07,-3.30948e-24,0,0,-2.77879e-08,1.60151e-08,1.17728e-08,-3.19175e-07,-1.49645e-06,1.28233e-06,-5.7291e-07,4.00569e-07,1.72341e-07,-3.21152e-05,-4.93493e-05,7.9417e-06,0.0399495,0.0398724,0.0399829,1.725e-06,-6.22611e-07,-1.10267e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
105,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83283e+07,-5.56014e+07,143.471,887.096,356.635,0.999995,0.000596755,-0.000591755,0.787978,0.000670244,0.000321959,-0.615703,1.10345e-06,-2.4499e-07,-8.61512e-07,0.0999995,0.0499995,-1656966.634435215,-5808624.679066661,3106948.986176423,4452.351225,-3890.959928,-4878.582944,4443.277135,5681.164413,-2597.158319,-2.376909887e-06,2.122034044e-06,3.012575153e-06,0.477643,5.81239,418908,4015.42,27869.8,12941.3,4051.21,-21581.9,21866.3,4.71298e-06,1,2.69643e-12,1.65756e+06,967314,6.51579e+06,-15504.5,6.50896e+06,-962345,2.60148e+10,9.90524e+10,-1.05585e+11,2.39788e+08,-1.05598e+11,-9.90055e+10,4.00258e+08,6.68083e+07,-1.08926e+07,50288.3,-1.11102e+07,-6.60943e+07,0,0,0,-2.78662e-08,1.76322e-08,1.0234e-08,-3.19613e-07,-1.34301e-06,1.44361e-06,-6.0728e-07,4.51793e-07,1.55488e-07,-3.28832e-05,-4.8432e-05,1.22961e-05,0.0400794,0.0400484,0.0399817,1.73859e-06,-7.14415e-07,-1.02723e-06,-0,-0,-0,0,0,0,0.999985,0.000596307,-0.000580746,
105.1,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83282e+07,-5.56014e+07,143.471,887.096,356.635,0.999996,0.000596477,-0.000592544,0.756221,0.000690459,0.000329776,-0.654316,1.07006e-06,-2.78069e-07,-7.89385e-07,0.0999997,0.0499997,-1656521.301025427,-5809013.815079457,3106461.013365345,4452.561966,-3890.221033,-4878.979253,4443.331218,5394.062637,-3150.311455,-2.421628588e-06,2.112131222e-06,2.989306424e-06,0.477562,5.81247,418908,3934.67,27975.5,12876.1,3970.28,-19253.2,24030.3,4.71298e-06,1,2.69645e-12,1.65666e+06,1.61251e+06,6.38703e+06,-15815.8,6.38063e+06,-1.60678e+06,2.60158e+10,8.80183e+10,-1.14945e+11,2.51999e+08,-1.14955e+11,-8.79687e+10,4.00255e+08,6.54113e+07,-1.74849e+07,55057.4,-1.76528e+07,-6.4654e+07,0,0,0,-2.75127e-08,1.89916e-08,8.52106e-09,-3.17635e-07,-1.16974e-06,1.58153e-06,-6.36395e-07,5.05111e-07,1.31284e-07,-3.35098e-05,-4.66382e-05,1.70013e-05,0.0400003,0.0400615,0.0400597,1.73397e-06,-8.02172e-07,-9.2919e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.2,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.8328e+07,-5.56013e+07,143.471,887.096,356.635,0.999997,0.000596187,-0.000593267,0.722574,0.000708985,0.000336784,-0.691293,1.01285e-06,-2.89838e-07,-7.22968e-07,0.0999998,0.0499998,-1656076.125681919,-5809402.720705939,3105973.197222605,4452.772566,-3889.482386,-4879.375341,4443.435301,5053.249234,-3672.072355,-2.455576372e-06,2.12830563e-06,2.935929598e-06,0.477481,5.81255,418907,3981.36,27869.6,12861.9,4016.46,-16728.5,25729.8,4.71298e-06,1,2.69647e-12,1.65572e+06,2.24165e+06,6.19455e+06,-16080,6.18867e+06,-2.23521e+06,2.60181e+10,7.61048e+10,-1.23157e+11,2.64041e+08,-1.23163e+11,-7.6053e+10,4.00252e+08,6.33632e+07,-2.39046e+07,60098.7,-2.40187e+07,-6.25678e+07,0,-1.32379e-23,0,-2.67402e-08,2.00455e-08,6.69475e-09,-3.1326e-07,-9.82735e-07,1.69129e-06,-6.59283e-07,5.58901e-07,1.00382e-07,-3.39889e-05,-4.40271e-05,2.19013e-05,0.0400053,0.0400393,0.0399718,1.69887e-06,-8.68785e-07,-8.30044e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.3,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.8328e+07,-5.56013e+07,143.471,887.096,356.635,0.999998,0.000595883,-0.000593922,0.687121,0.000725775,0.000342963,-0.726543,9.6246e-07,-3.04459e-07,-6.55274e-07,0.0999999,0.0499999,-1655630.750135281,-5809791.708930624,3105485.145162216,4452.983194,-3888.743392,-4879.771527,4443.59066,4662.123084,-4157.242481,-2.47842688e-06,2.170503389e-06,2.8656518e-06,0.4774,5.81263,418907,3867.36,27942.5,12980.1,3902.02,-14197.4,27339.2,4.71298e-06,1,2.69649e-12,1.65477e+06,2.84847e+06,5.94027e+06,-16294.3,5.93498e+06,-2.84138e+06,2.60215e+10,6.34312e+10,-1.30138e+11,2.75797e+08,-1.3014e+11,-6.33773e+10,4.00249e+08,6.06846e+07,-3.00879e+07,65364.5,-3.01445e+07,-5.98566e+07,0,0,0,-2.55769e-08,2.07565e-08,4.82033e-09,-3.06531e-07,-7.88564e-07,1.76912e-06,-6.75178e-07,6.11465e-07,6.37131e-08,-3.43156e-05,-4.06869e-05,2.6831e-05,0.0399755,0.0400461,0.0400347,1.66322e-06,-9.3668e-07,-7.23808e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.4,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83279e+07,-5.56013e+07,143.47,887.096,356.635,0.999999,0.000595582,-0.000594512,0.64995,0.000740783,0.000348297,-0.759977,8.9524e-07,-3.01279e-07,-5.89829e-07,0.0999999,0.0499999,-1655185.532683189,-5810180.466818534,3104997.249814483,4453.19368,-3888.004646,-4880.16749,4443.797721,4224.583716,-4600.989356,-2.4899643e-06,2.234663067e-06,2.791312831e-06,0.477318,5.81271,418906,3925.68,27911.7,13015,3959.46,-11433.4,28591.4,4.71298e-06,1,2.69651e-12,1.65379e+06,3.42691e+06,5.62673e+06,-16456.7,5.62208e+06,-3.41923e+06,2.60261e+10,5.01238e+10,-1.35819e+11,2.87151e+08,-1.35817e+11,-5.00684e+10,4.00247e+08,5.7402e+07,-3.59728e+07,70802.5,-3.5969e+07,-5.65475e+07,2.64758e-23,-1.32379e-23,0,-2.40647e-08,2.10996e-08,2.96518e-09,-2.97513e-07,-5.94031e-07,1.81244e-06,-6.83545e-07,6.61091e-07,2.24548e-08,-3.44867e-05,-3.67322e-05,3.16224e-05,0.0399463,0.0400375,0.0400689,1.60285e-06,-9.83469e-07,-6.15249e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.5,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83278e+07,-5.56012e+07,143.47,887.096,356.635,1,0.000595283,-0.000595028,0.611155,0.000753969,0.000352771,-0.791511,8.15196e-07,-2.98661e-07,-5.15731e-07,0.1,0.05,-1654740.11501875,-5810569.307238452,3104509.118525746,4453.404195,-3887.265553,-4880.563551,4444.056738,3744.993715,-4998.892353,-2.490084073e-06,2.313083183e-06,2.724173727e-06,0.477237,5.81279,418906,3865.96,27877.4,12960.2,3898.5,-8472.9,29547.9,4.71298e-06,1,2.69653e-12,1.6528e+06,3.97121e+06,5.25705e+06,-16565.5,5.25311e+06,-3.963e+06,2.60317e+10,3.63158e+10,-1.40143e+11,2.97991e+08,-1.40138e+11,-3.62592e+10,4.00246e+08,5.35485e+07,-4.15005e+07,76360.4,-4.1434e+07,-5.26734e+07,0,0,0,-2.22585e-08,2.10624e-08,1.19611e-09,-2.86293e-07,-4.05905e-07,1.81994e-06,-6.84102e-07,7.06116e-07,-2.20137e-08,-3.45006e-05,-3.22992e-05,3.6111e-05,0.0399961,0.0400232,0.0400049,1.52156e-06,-1.02584e-06,-4.94913e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.6,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83277e+07,-5.56012e+07,143.47,887.096,356.635,1,0.000594996,-0.000595469,0.570832,0.000765296,0.000356374,-0.821067,7.29581e-07,-2.86556e-07,-4.41109e-07,0.1,0.0500001,-1654294.855484326,-5810957.917364881,3104021.144001856,4453.614568,-3886.526708,-4880.95939,4444.367111,3228.133715,-5346.988951,-2.478793568e-06,2.395127967e-06,2.67286733e-06,0.477156,5.81288,418905,3878.28,27884.6,12882.5,3909.33,-5403.43,30233.6,4.71298e-06,1,2.69655e-12,1.6518e+06,4.47593e+06,4.83492e+06,-16619.5,4.83173e+06,-4.46727e+06,2.60384e+10,2.21451e+10,-1.43066e+11,3.0821e+08,-1.43057e+11,-2.20876e+10,4.00245e+08,4.91624e+07,-4.66159e+07,81982.8,-4.64848e+07,-4.82733e+07,0,0,0,-2.02231e-08,2.06463e-08,-4.23191e-10,-2.72982e-07,-2.30663e-07,1.79164e-06,-6.76831e-07,7.44995e-07,-6.81638e-08,-3.43571e-05,-2.75407e-05,4.01424e-05,0.0399736,0.0400393,0.0399938,1.42664e-06,-1.0522e-06,-3.72522e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.7,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83277e+07,-5.56012e+07,143.47,887.096,356.635,1,0.000594725,-0.000595842,0.529082,0.000774734,0.000359094,-0.84857,6.44261e-07,-2.71224e-07,-3.72887e-07,0.1,0.0500002,-1653849.395731943,-5811346.609953961,3103532.933517534,4453.824969,-3885.787516,-4881.355327,4444.728063,2679.156463,-5641.812155,-2.45621078e-06,2.468214479e-06,2.642601225e-06,0.477075,5.81296,418905,3961.39,27926.1,12974.1,3991.02,-2429.16,30693,4.71298e-06,1,2.69657e-12,1.65081e+06,4.93603e+06,4.36455e+06,-16618.3,4.36214e+06,-4.927e+06,2.60461e+10,7.7533e+09,-1.44561e+11,3.17706e+08,-1.44548e+11,-7.69534e+09,4.00245e+08,4.42876e+07,-5.12679e+07,87614.7,-5.10711e+07,-4.3391e+07,0,6.61895e-24,-1.32379e-23,-1.80313e-08,1.9866e-08,-1.83467e-09,-2.57709e-07,-7.42423e-08,1.72889e-06,-6.61976e-07,7.76351e-07,-1.14376e-07,-3.40577e-05,-2.26201e-05,4.35775e-05,0.0399898,0.0399734,0.0400814,1.32427e-06,-1.06744e-06,-2.56676e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.8,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83275e+07,-5.56011e+07,143.469,887.096,356.635,1,0.000594477,-0.00059614,0.48601,0.000782255,0.000360924,-0.873953,5.47911e-07,-2.48019e-07,-2.9822e-07,0.1,0.0500002,-1653404.094130625,-5811735.072305404,3103044.879834481,4454.035229,-3885.048572,-4881.751041,4445.137975,2103.533534,-5880.426899,-2.423712114e-06,2.524863864e-06,2.637114068e-06,0.476994,5.81304,418904,3981.3,27815,12954.8,4009.1,615.856,30674,4.71298e-06,1,2.69659e-12,1.64981e+06,5.34694e+06,3.85062e+06,-16561.8,3.84903e+06,-5.33762e+06,2.60547e+10,-6.71585e+09,-1.44611e+11,3.26386e+08,-1.44594e+11,6.77385e+09,4.00245e+08,3.89728e+07,-5.54098e+07,93200.4,-5.5147e+07,-3.80752e+07,2.64758e-23,0,-1.32379e-23,-1.65926e-08,1.97978e-08,-3.20518e-09,-2.56632e-07,6.3886e-08,1.72315e-06,-6.40037e-07,7.99038e-07,-1.59001e-07,-3.36053e-05,-1.77052e-05,4.62985e-05,0.0400097,0.0400723,0.0400101,1.20454e-06,-1.06685e-06,-1.36014e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
105.9,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83274e+07,-5.56011e+07,143.469,887.096,356.635,1,0.000594244,-0.000596353,0.441723,0.000787838,0.000361858,-0.897151,4.44427e-07,-2.32778e-07,-2.1328e-07,0.1,0.0500003,-1652958.592305759,-5812123.617050123,3102556.590171603,4454.245517,-3884.309281,-4882.146853,4445.595072,1507.002881,-6060.457605,-2.381796645e-06,2.553486957e-06,2.653444078e-06,0.476913,5.81312,418904,3883.95,27898.1,12970.9,3909.84,3705.31,30538.8,4.71298e-06,1,2.69661e-12,1.64882e+06,5.70454e+06,3.29826e+06,-16450.5,3.29752e+06,-5.69501e+06,2.60641e+10,-2.11177e+10,-1.43217e+11,3.34163e+08,-1.43195e+11,2.11754e+10,4.00246e+08,3.32712e+07,-5.90006e+07,98684.9,-5.86719e+07,-3.23793e+07,-2.64758e-23,0,0,-1.56957e-08,2.06058e-08,-4.9101e-09,-2.72248e-07,2.18762e-07,1.78833e-06,-6.1175e-07,8.12175e-07,-2.00425e-07,-3.30044e-05,-1.29619e-05,4.82131e-05,0.0400246,0.0399628,0.0400894,1.07187e-06,-1.06556e-06,-7.94458e-09,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
106,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83274e+07,-5.5601e+07,143.469,887.096,356.635,1,0.000594039,-0.000596487,0.396332,0.000791466,0.00036189,-0.918107,3.3719e-07,-2.05197e-07,-1.33483e-07,0.1,0.0500003,-1652513.248667402,-5812511.931600527,3102068.457362172,4454.455664,-3883.570239,-4882.542443,4446.096765,895.5093925,-6180.113288,-2.329551499e-06,2.536362837e-06,2.682276335e-06,0.476831,5.8132,418904,3894.98,27806.4,12979.1,3918.77,6673.48,29948.8,4.71298e-06,1,2.69663e-12,1.64785e+06,6.00527e+06,2.71298e+06,-16285.4,2.7131e+06,-5.99561e+06,2.60742e+10,-3.53085e+10,-1.40392e+11,3.40957e+08,-1.40366e+11,3.53653e+10,4.00247e+08,2.72396e+07,-6.20042e+07,104012,-6.16105e+07,-2.636e+07,0,0,0,-1.42632e-08,2.10512e-08,-6.78797e-09,-2.85926e-07,3.9287e-07,1.81919e-06,-5.78058e-07,8.15191e-07,-2.37133e-07,-3.2261e-05,-8.5477e-06,4.92581e-05,0.0400036,0.0399426,0.0399676,9.29511e-07,-1.04144e-06,1.10438e-07,-0,-0,-0,0,0,0,0.999995,0.000596755,-0.000591755,
106.1,0,0,0,0,0,0,2.61786e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.23,2157.2,3.98698e+08,-3.83273e+07,-5.5601e+07,143.469,887.096,356.635,1,0.000593855,-0.000596534,0.34995,0.000793125,0.000361017,-0.936768,2.28116e-07,-1.83661e-07,-4.75833e-08,0.1,0.0500003,-1652067.704796303,-5812900.328477988,3101580.088549572,4454.665838,-3882.830849,-4882.938131,4446.640346,275.1480178,-6238.204159,-2.267490341e-06,2.465182736e-06,2.714321898e-06,0.47675,5.81328,418903,3923.58,27865.6,13016.5,3945.19,9643.69,29201.9,4.71298e-06,1,2.69665e-12,1.6469e+06,6.24613e+06,2.10061e+06,-16068.3,2.1016e+06,-6.23643e+06,2.6085e+10,-4.91463e+10,-1.36164e+11,3.46701e+08,-1.36134e+11,4.9202e+10,4.00249e+08,2.09384e+07,-6.43906e+07,109131,-6.39336e+07,-2.00774e+07,0,3.30947e-24,0,-1.23398e-08,2.11183e-08,-8.77849e-09,-2.97529e-07,5.8032e-07,1.8143e-06,-5.40076e-07,8.0784e-07,-2.67764e-07,-3.13824e-05,-4.60604e-06,4.94016e-05,0.0400835,0.0399456,0.0400217,7.80532e-07,-1.01262e-06,2.28959e-07,-0,-0,-0,0,0,0,1,0.000594039,-0.000596487,
