time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
31.9,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.82,2157.03,3.98687e+08,-3.83931e+07,-5.56275e+07,143.65,887.08,356.61,0.999996,0.0001938,-0.000189368,-0.239553,0.000202598,7.90112e-05,-0.970883,-1.08424e-06,9.00734e-07,1.86712e-07,0.0999996,0.0499996,-1976438.3640249,-5504791.137085564,3452586.54414948,4283.366691,-4417.132488,-4572.634663,4282.846954,-6036.920265,-1995.017057,-2.279328357e-06,2.821868599e-06,2.433094426e-06,0.536021,5.75089,419270,6680.8,30726.1,8443.94,6676.6,31653.1,-3679,4.71295e-06,1,2.67978e-12,1.97422e+06,3.81102e+06,-5.26384e+06,-5923.38,-5.25664e+06,-3.80804e+06,2.61885e+10,-1.44697e+11,-3.66979e+09,1.00808e+08,-3.65165e+09,1.44702e+11,4.0065e+08,-5.25865e+07,-4.26444e+07,40298.5,-4.23604e+07,5.26647e+07,0,0,0,1.67141e-08,2.88861e-09,-1.96028e-08,-2.54621e-07,1.70565e-06,3.42401e-08,3.09073e-07,4.84241e-07,-7.93314e-07,-3.16525e-05,4.76789e-05,1.67716e-05,0.0399917,0.0398752,0.0399118,-1.41003e-06,4.13604e-07,9.99629e-07,-0,-0,-0,0,0,0,1,0.000188368,-0.000191624,
32,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.82,2157.03,3.98687e+08,-3.8393e+07,-5.56275e+07,143.65,887.08,356.61,0.999994,0.000194768,-0.000189212,-0.287777,0.0001946,7.56455e-05,-0.957697,-1.12862e-06,9.67657e-07,1.55724e-07,0.0999994,0.0499994,-1976010.102769882,-5505232.72489198,3452129.354028208,4283.617958,-4416.432552,-4573.074869,4283.246695,-6205.50303,-1383.041195,-2.235494503e-06,2.840061636e-06,2.451748026e-06,0.535942,5.75098,419270,6616.3,30726.8,8505.96,6611.63,31157.2,-6765.9,4.71295e-06,1,2.67981e-12,1.97383e+06,3.26712e+06,-5.61777e+06,-5748.48,-5.61035e+06,-3.26483e+06,2.61912e+10,-1.4434e+11,1.07946e+10,9.7971e+07,1.08126e+10,1.44343e+11,4.00651e+08,-5.65725e+07,-3.71739e+07,40038.8,-3.68907e+07,5.66301e+07,-2.64839e-23,0,0,1.85065e-08,1.57361e-09,-2.00801e-08,-2.6276e-07,1.74525e-06,-1.05399e-07,3.74078e-07,4.30408e-07,-8.04486e-07,-3.10319e-05,4.94167e-05,1.20089e-05,0.0399638,0.0400614,0.0401239,-1.5212e-06,5.35675e-07,9.8029e-07,-0,-0,-0,0,0,0,1,0.000188368,-0.000191624,
32.1,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.82,2157.03,3.98687e+08,-3.83929e+07,-5.56274e+07,143.65,887.08,356.61,0.999993,0.000195807,-0.000189092,-0.335282,0.000186069,7.20696e-05,-0.942118,-1.15604e-06,1.03959e-06,1.20285e-07,0.0999993,0.0499993,-1975581.644039054,-5505674.420378869,3451671.935888301,4283.869272,-4415.732278,-4573.515194,4283.637086,-6312.224906,-757.3234233,-2.182319831e-06,2.813107137e-06,2.487316877e-06,0.535864,5.75107,419269,6733.12,30733.2,8565.82,6728.04,30364.6,-9796.13,4.71295e-06,1,2.67983e-12,1.97346e+06,2.69062e+06,-5.91569e+06,-5577.98,-5.90811e+06,-2.68904e+06,2.61935e+10,-1.42541e+11,2.5151e+10,9.4876e+07,2.51687e+10,1.42542e+11,4.00652e+08,-5.99923e+07,-3.13329e+07,39599.6,-3.10526e+07,6.00297e+07,0,1.3242e-23,0,2.06724e-08,1.15147e-10,-2.07875e-08,-2.77833e-07,1.80092e-06,-2.66319e-07,4.26275e-07,3.78986e-07,-8.05261e-07,-3.02733e-05,5.02528e-05,7.62529e-06,0.0400124,0.0399267,0.0399103,-1.60299e-06,6.60486e-07,9.46333e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.2,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83928e+07,-5.56274e+07,143.649,887.08,356.61,0.999992,0.000196913,-0.000189008,-0.381949,0.000177025,6.82908e-05,-0.924183,-1.18691e-06,1.10583e-06,8.37173e-08,0.0999992,0.0499992,-1975153.332541542,-5506115.868187678,3451214.657737687,4284.12043,-4415.032229,-4573.955284,4284.016435,-6356.026025,-124.0997026,-2.119705701e-06,2.729137981e-06,2.528917534e-06,0.535785,5.75115,419269,6648.98,30625.8,8518.23,6643.58,29121.7,-12747.4,4.71295e-06,1,2.67986e-12,1.9731e+06,2.08727e+06,-6.15464e+06,-5413.64,-6.14697e+06,-2.08641e+06,2.61956e+10,-1.39317e+11,3.92561e+10,9.15554e+07,3.92734e+10,1.39317e+11,4.00654e+08,-6.2812e+07,-2.51797e+07,38985.4,-2.49042e+07,6.28294e+07,-1.3242e-23,1.3242e-23,0,2.26659e-08,-1.53969e-09,-2.11262e-08,-2.90897e-07,1.82172e-06,-4.44867e-07,4.63991e-07,3.31479e-07,-7.95469e-07,-2.93842e-05,5.01627e-05,3.76363e-06,0.0400384,0.0399897,0.0399632,-1.67356e-06,7.75886e-07,9.00313e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.3,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83927e+07,-5.56273e+07,143.649,887.08,356.61,0.999991,0.000198089,-0.000188962,-0.427662,0.000167487,6.43165e-05,-0.903939,-1.22215e-06,1.17602e-06,4.60103e-08,0.0999991,0.0499991,-1974724.823562356,-5506557.423605805,3450757.15154837,4284.371635,-4414.331843,-4574.395492,4284.383553,-6336.473217,510.3183159,-2.048274031e-06,2.583119611e-06,2.564776736e-06,0.535707,5.75124,419268,6685.82,30663.4,8555.79,6680.16,27756.9,-15590.9,4.71295e-06,1,2.67988e-12,1.97276e+06,1.46308e+06,-6.33222e+06,-5257.18,-6.32453e+06,-1.46295e+06,2.61973e+10,-1.34702e+11,5.29689e+10,8.80426e+07,5.29856e+10,1.34701e+11,4.00655e+08,-6.50033e+07,-1.87758e+07,38201.9,-1.85071e+07,6.50013e+07,0,1.3242e-23,3.31049e-24,2.44157e-08,-3.33149e-09,-2.10842e-08,-3.0182e-07,1.8066e-06,-6.34969e-07,4.86102e-07,2.89188e-07,-7.7529e-07,-2.83736e-05,4.91555e-05,5.45233e-07,0.0399734,0.0399922,0.0399596,-1.73267e-06,8.90159e-07,8.42385e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.4,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83927e+07,-5.56273e+07,143.649,887.08,356.61,0.99999,0.000199347,-0.000188995,-0.472305,0.000157476,6.01552e-05,-0.881435,-1.22572e-06,1.25786e-06,-3.32335e-08,0.099999,0.049999,-1974296.461840668,-5506998.731398087,3450299.785388047,4284.622684,-4413.631682,-4574.835465,4284.736969,-6253.765002,1139.608753,-2.094284459e-06,2.519033745e-06,2.703360854e-06,0.535628,5.75133,419268,6672.65,30663,8583.33,6666.82,26082.9,-18266.1,4.71295e-06,1,2.67991e-12,1.97244e+06,824280,-6.44666e+06,-5110.21,-6.43902e+06,-824877,2.61986e+10,-1.2874e+11,6.61524e+10,8.43737e+07,6.61683e+10,1.28738e+11,4.00656e+08,-6.65443e+07,-1.21851e+07,37257.2,-1.19251e+07,6.65237e+07,6.62098e-24,-1.3242e-23,1.65524e-24,2.58587e-08,-5.1957e-09,-2.0663e-08,-3.10493e-07,1.75581e-06,-8.30063e-07,5.22962e-07,2.65862e-07,-7.88825e-07,-2.90093e-05,4.98732e-05,-2.42304e-06,0.039985,0.0399997,0.0400223,-1.77454e-06,9.97193e-07,7.76254e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.5,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83926e+07,-5.56273e+07,143.649,887.08,356.611,0.999988,0.000200676,-0.000189119,-0.515767,0.000147011,5.58163e-05,-0.856729,-1.20741e-06,1.32932e-06,-1.23949e-07,0.0999988,0.0499988,-1973867.90263491,-5507440.146724975,3449842.191172648,4284.87378,-4412.931183,-4575.275557,4285.075751,-6108.7291,1757.499912,-2.162248253e-06,2.477817814e-06,2.811897525e-06,0.53555,5.75142,419267,6649.82,30685.7,8572.56,6643.89,24132.8,-20803.5,4.71295e-06,1,2.67993e-12,1.97213e+06,177241,-6.49682e+06,-4974.47,-6.48931e+06,-178555,2.61995e+10,-1.21492e+11,7.86749e+10,8.05923e+07,7.86899e+10,1.21489e+11,4.00657e+08,-6.74197e+07,-5.47355e+06,36162.6,-5.22401e+06,6.73814e+07,0,0,0,2.69428e-08,-7.06519e-09,-1.98776e-08,-3.16826e-07,1.67093e-06,-1.02335e-06,5.63664e-07,2.39088e-07,-8.02752e-07,-2.99548e-05,5.03204e-05,-6.04597e-06,0.039987,0.0400846,0.0399507,-1.79802e-06,1.0973e-06,6.98681e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.6,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83925e+07,-5.56272e+07,143.649,887.08,356.611,0.999987,0.000202068,-0.000189335,-0.557941,0.000136117,5.13102e-05,-0.829881,-1.17477e-06,1.39141e-06,-2.15668e-07,0.0999987,0.0499987,-1973439.490717749,-5507881.314471137,3449384.737033305,4285.12472,-4412.23091,-4575.715413,4285.398705,-5902.814346,2357.835394,-2.22095911e-06,2.441206417e-06,2.861229599e-06,0.535471,5.7515,419266,6735.24,30744.1,8572.41,6729.3,21962.7,-23160.4,4.71295e-06,1,2.67996e-12,1.97184e+06,-471588,-6.4822e+06,-4851.47,-6.47488e+06,469570,2.62e+10,-1.13031e+11,9.04112e+10,7.67382e+07,9.04252e+10,1.13026e+11,4.00658e+08,-6.76207e+07,1.29186e+06,34928.9,1.52919e+06,6.75657e+07,-3.31049e-24,0,0,2.76286e-08,-8.8728e-09,-1.87558e-08,-3.20758e-07,1.55482e-06,-1.20804e-06,6.00815e-07,2.05328e-07,-8.06143e-07,-3.07733e-05,4.9841e-05,-1.02405e-05,0.0399752,0.0399344,0.0399911,-1.80321e-06,1.19495e-06,6.09231e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.7,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83924e+07,-5.56272e+07,143.648,887.08,356.611,0.999986,0.000203497,-0.000189634,-0.59872,0.000124817,4.66471e-05,-0.800958,-1.13105e-06,1.42994e-06,-2.9899e-07,0.0999986,0.0499986,-1973010.881296832,-5508322.589694994,3448927.05480407,4285.375707,-4411.530299,-4576.155388,4285.70518,-5638.076277,2934.6328,-2.269835108e-06,2.419405133e-06,2.859510621e-06,0.535393,5.75159,419266,6657.59,30732.4,8623.52,6651.76,19583.9,-25207,4.71295e-06,1,2.67998e-12,1.97155e+06,-1.11574e+06,-6.40294e+06,-4742.55,-6.39588e+06,1.11304e+06,2.62002e+10,-1.0344e+11,1.01244e+11,7.28506e+07,1.01257e+11,1.03434e+11,4.00659e+08,-6.71453e+07,8.04351e+06,33568,8.26703e+06,6.7075e+07,0,0,0,2.78913e-08,-1.0554e-08,-1.73373e-08,-3.22248e-07,1.41148e-06,-1.37765e-06,6.33181e-07,1.65852e-07,-7.99033e-07,-3.14567e-05,4.84466e-05,-1.48715e-05,0.0400195,0.040043,0.0399698,-1.79213e-06,1.27464e-06,5.1738e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.8,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83923e+07,-5.56271e+07,143.648,887.08,356.611,0.999985,0.000204952,-0.000190019,-0.638002,0.000113137,4.18379e-05,-0.770034,-1.07044e-06,1.45438e-06,-3.853e-07,0.0999985,0.0499985,-1972582.419205985,-5508763.617372571,3448469.512709037,4285.626538,-4410.829913,-4576.595128,4285.994282,-5317.156279,3482.145953,-2.3083932e-06,2.419479348e-06,2.817920888e-06,0.535314,5.75168,419265,6665.42,30668.1,8649.87,6659.79,16976.8,-26967,4.71295e-06,1,2.68001e-12,1.97128e+06,-1.74878e+06,-6.25982e+06,-4648.94,-6.2531e+06,1.74543e+06,2.61999e+10,-9.28148e+10,1.11065e+11,6.8968e+07,1.11077e+11,9.28083e+10,4.00659e+08,-6.59982e+07,1.47139e+07,32092.3,1.49221e+07,6.59139e+07,0,0,0,2.77212e-08,-1.20493e-08,-1.56718e-08,-3.21281e-07,1.2459e-06,-1.52621e-06,6.59677e-07,1.22126e-07,-7.81803e-07,-3.19981e-05,4.61822e-05,-1.97855e-05,0.0399782,0.0400201,0.0399731,-1.75784e-06,1.3443e-06,4.12175e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
32.9,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83922e+07,-5.56271e+07,143.648,887.08,356.611,0.999984,0.00020643,-0.000190494,-0.67569,0.000101104,3.68939e-05,-0.737186,-1.00296e-06,1.47853e-06,-4.74246e-07,0.0999984,0.0499984,-1972153.759595155,-5509204.752467369,3448011.742492991,4285.877416,-4410.12919,-4577.034987,4286.265688,-4943.255812,3994.919574,-2.336253299e-06,2.444675189e-06,2.749559444e-06,0.535236,5.75176,419265,6756.78,30707.6,8540.78,6751.4,14100.1,-28586,4.71295e-06,1,2.68003e-12,1.97102e+06,-2.3644e+06,-6.05427e+06,-4571.75,-6.04795e+06,2.36043e+06,2.61992e+10,-8.12628e+10,1.19777e+11,6.5131e+07,1.19787e+11,8.12555e+10,4.0066e+08,-6.4191e+07,2.12365e+07,30516.3,2.1428e+07,6.40942e+07,0,-1.32419e-23,0,2.71245e-08,-1.33067e-08,-1.38178e-08,-3.17867e-07,1.06391e-06,-1.64854e-06,6.79408e-07,7.57557e-08,-7.55164e-07,-3.23922e-05,4.31242e-05,-2.48166e-05,0.0400821,0.0400546,0.0400347,-1.70949e-06,1.41608e-06,2.94735e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
33,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83921e+07,-5.56271e+07,143.648,887.08,356.611,0.999983,0.000207904,-0.000191046,-0.711689,8.87468e-05,3.18267e-05,-0.702495,-9.21306e-07,1.47339e-06,-5.52696e-07,0.0999983,0.0499983,-1971725.247345484,-5509645.640061017,3447554.112458212,4286.128138,-4409.428692,-4577.47461,4286.518844,-4520.103632,4467.846122,-2.353142243e-06,2.494097255e-06,2.668182877e-06,0.535157,5.75185,419264,6705.63,30679.1,8557.53,6700.61,11190.2,-29820.9,4.71295e-06,1,2.68006e-12,1.97076e+06,-2.95646e+06,-5.78835e+06,-4511.89,-5.78248e+06,2.95192e+06,2.6198e+10,-6.88987e+10,1.27292e+11,6.13813e+07,1.27301e+11,6.88909e+10,4.0066e+08,-6.17417e+07,2.75461e+07,28856.6,2.77197e+07,6.16341e+07,0,1.32419e-23,0,2.6123e-08,-1.42835e-08,-1.18395e-08,-3.12041e-07,8.71909e-07,-1.74039e-06,6.91707e-07,2.84213e-08,-7.20128e-07,-3.26349e-05,3.93779e-05,-2.97928e-05,0.039966,0.0399897,0.0399105,-1.63914e-06,1.45925e-06,1.79272e-07,-0,-0,-0,0,0,0,0.999994,0.000194768,-0.000189212,
33.1,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.8392e+07,-5.5627e+07,143.647,887.08,356.611,0.999982,0.000209372,-0.000191676,-0.745909,7.60948e-05,2.66485e-05,-0.666048,-8.33227e-07,1.46862e-06,-6.30148e-07,0.0999982,0.0499982,-1971296.537580396,-5510086.63499004,3447096.254293468,4286.378907,-4408.727856,-4577.914352,4286.753782,-4051.919689,4896.214262,-2.358895644e-06,2.56277729e-06,2.586901078e-06,0.535079,5.75194,419264,6665.87,30756.7,8479.26,6661.28,8078.08,-30865.5,4.71295e-06,1,2.68009e-12,1.97051e+06,-3.51906e+06,-5.46469e+06,-4470.13,-5.45934e+06,3.51399e+06,2.61965e+10,-5.58462e+10,1.33535e+11,5.77564e+07,1.33542e+11,5.58381e+10,4.0066e+08,-5.86748e+07,3.35796e+07,27128.5,3.37343e+07,5.85581e+07,0,0,0,2.4753e-08,-1.49481e-08,-9.80489e-09,-3.0386e-07,6.76629e-07,-1.79867e-06,6.96156e-07,-1.81853e-08,-6.7797e-07,-3.27239e-05,3.50731e-05,-3.45425e-05,0.0400122,0.0398713,0.0400453,-1.55414e-06,1.50175e-06,5.76278e-08,-0,-0,-0,0,0,0,0.999983,0.000207904,-0.000191046,
33.2,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.8392e+07,-5.5627e+07,143.647,887.08,356.611,0.999982,0.000210816,-0.000192377,-0.778265,6.31793e-05,2.13714e-05,-0.627936,-7.41002e-07,1.44406e-06,-7.0016e-07,0.0999982,0.0499982,-1970867.975186757,-5510527.382484433,3446638.536334868,4286.629521,-4408.027246,-4578.353858,4286.970311,-3543.371724,5275.758077,-2.3534598e-06,2.642122324e-06,2.516950756e-06,0.535,5.75203,419263,6683.77,30563.4,8614.78,6679.75,5112.97,-31340.8,4.71295e-06,1,2.68011e-12,1.97026e+06,-4.04659e+06,-5.08652e+06,-4447.02,-5.08174e+06,4.04104e+06,2.61946e+10,-4.22357e+10,1.38443e+11,5.42963e+07,1.38449e+11,4.22273e+10,4.0066e+08,-5.50208e+07,3.92769e+07,25350.5,3.94117e+07,5.4897e+07,0,0,0,2.30641e-08,-1.52811e-08,-7.783e-09,-2.93408e-07,4.84892e-07,-1.82151e-06,6.92603e-07,-6.24265e-08,-6.30176e-07,-3.26584e-05,3.03593e-05,-3.8901e-05,0.0400359,0.0399571,0.0399736,-1.45667e-06,1.52177e-06,-6.22008e-08,-0,-0,-0,0,0,0,0.999983,0.000207904,-0.000191046,
33.3,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83919e+07,-5.5627e+07,143.647,887.08,356.611,0.999981,0.00021223,-0.000193148,-0.808675,5.00325e-05,1.60085e-05,-0.588255,-6.40548e-07,1.41348e-06,-7.71186e-07,0.0999981,0.0499981,-1970439.215285751,-5510968.237228794,3446180.590241084,4286.880181,-4407.326298,-4578.793483,4287.168833,-2999.530268,5602.697396,-2.336891346e-06,2.720707914e-06,2.466652615e-06,0.534921,5.75211,419263,6562.98,30599.9,8541.94,6559.54,1879.84,-31714.8,4.71295e-06,1,2.68014e-12,1.97002e+06,-4.53377e+06,-4.65762e+06,-4442.96,-4.65345e+06,4.52781e+06,2.61924e+10,-2.82032e+10,1.41969e+11,5.10376e+07,1.41973e+11,2.81947e+10,4.0066e+08,-5.08164e+07,4.45809e+07,23540,4.46951e+07,5.06874e+07,2.64838e-23,0,0,2.11171e-08,-1.52758e-08,-5.84126e-09,-2.8079e-07,3.03335e-07,-1.80837e-06,6.81169e-07,-1.02783e-07,-5.78387e-07,-3.24389e-05,2.53998e-05,-4.27171e-05,0.0400261,0.0399723,0.0399604,-1.34283e-06,1.53154e-06,-1.86957e-07,-0,-0,-0,0,0,0,0.999983,0.000207904,-0.000191046,
33.4,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98687e+08,-3.83917e+07,-5.56269e+07,143.647,887.08,356.611,0.99998,0.000213615,-0.000193991,-0.837065,3.66868e-05,1.05727e-05,-0.547104,-5.41646e-07,1.38553e-06,-8.43408e-07,0.099998,0.049998,-1970010.430299132,-5511409.021879659,3445722.600160519,4287.130786,-4406.625294,-4579.23305,4287.349629,-2425.816622,5873.777239,-2.309357177e-06,2.785339567e-06,2.440649756e-06,0.534843,5.7522,419262,6639.02,30646.5,8616.37,6636.25,-1239.1,-31811.2,4.71295e-06,1,2.68016e-12,1.96978e+06,-4.97576e+06,-4.18226e+06,-4458.18,-4.17874e+06,4.96945e+06,2.61898e+10,-1.38888e+10,1.44076e+11,4.80168e+07,1.44079e+11,1.38804e+10,4.00659e+08,-4.61035e+07,4.94386e+07,21716.2,4.95318e+07,4.59714e+07,0,0,1.32419e-23,1.89818e-08,-1.49389e-08,-4.04291e-09,-2.66133e-07,1.38157e-07,-1.76003e-06,6.62244e-07,-1.37909e-07,-5.24335e-07,-3.20676e-05,2.03659e-05,-4.58585e-05,0.0400048,0.0400016,0.0400498,-1.22287e-06,1.53838e-06,-3.1503e-07,-0,-0,-0,0,0,0,0.999983,0.000207904,-0.000191046,
33.5,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98688e+08,-3.83917e+07,-5.56269e+07,143.646,887.08,356.611,0.99998,0.000214965,-0.00019491,-0.863362,2.31751e-05,5.0773e-06,-0.504585,-4.29393e-07,1.35e-06,-9.18851e-07,0.099998,0.049998,-1969581.792751344,-5511849.559142292,3445264.75037883,4287.381236,-4405.924516,-4579.672381,4287.513161,-1827.949373,6086.299352,-2.271228622e-06,2.822783143e-06,2.439702917e-06,0.534764,5.75229,419261,6692.72,30695.1,8567.3,6690.67,-4472.96,-31553.2,4.71295e-06,1,2.68019e-12,1.96953e+06,-5.36814e+06,-3.66518e+06,-4492.67,-3.66234e+06,5.36155e+06,2.61868e+10,5.64389e+08,1.44743e+11,4.52693e+07,1.44745e+11,-5.72593e+08,4.00659e+08,-4.09293e+07,5.38017e+07,19899.2,5.38734e+07,4.07961e+07,-2.64838e-23,0,0,1.68088e-08,-1.4351e-08,-2.45781e-09,-2.50937e-07,-5.15631e-09,-1.68604e-06,6.36468e-07,-1.66687e-07,-4.69781e-07,-3.15484e-05,1.54297e-05,-4.8217e-05,0.0400408,0.0399827,0.0399991,-1.08267e-06,1.53104e-06,-4.46612e-07,-0,-0,-0,0,0,0,0.999983,0.000207904,-0.000191046,
33.6,0,0,0,0,0,0,2.61764e+10,-1.32807e+11,-5.75723e+10,29801.6,4976.83,2157.03,3.98688e+08,-3.83916e+07,-5.56269e+07,143.646,887.08,356.611,0.99998,0.000216261,-0.000195895,-0.887501,9.53101e-06,-4.63861e-07,-0.460805,-3.12778e-07,1.29601e-06,-9.84658e-07,0.099998,0.049998,-1969152.957654586,-5512290.203581936,3444806.67239685,4287.631732,-4405.223399,-4580.111831,4287.660372,-1211.888341,6238.148655,-2.225164286e-06,2.831920525e-06,2.464760981e-06,0.534686,5.75237,419261,6578.19,30690.7,8557.88,6576.93,-7606.53,-30940.5,4.71295e-06,1,2.68021e-12,1.96928e+06,-5.707e+06,-3.11153e+06,-4546.29,-3.1094e+06,5.70019e+06,2.61836e+10,1.5012e+10,1.43964e+11,4.28271e+07,1.43964e+11,-1.50198e+10,4.00658e+08,-3.53453e+07,5.76264e+07,18108.1,5.76766e+07,3.52133e+07,0,0,0,1.61469e-08,-1.49773e-08,-1.16958e-09,-2.67272e-07,-1.50314e-07,-1.76501e-06,6.04711e-07,-1.88266e-07,-4.16444e-07,-3.08863e-05,1.07581e-05,-4.97129e-05,0.0399543,0.040008,0.0399958,-9.33636e-07,1.49926e-06,-5.67044e-07,-0,-0,-0,0,0,0,0.999983,0.000207904,-0.000191046,
